[I 230117 19:28:01 policy_utils:47] {
      "env": "KuaiEnv-v0",
      "user_model_name": "DeepFM",
      "model_name": "A2C_with_emb",
      "seed": 0,
      "cuda": 5,
      "is_userinfo": false,
      "cpu": false,
      "is_save": false,
      "use_userEmbedding": false,
      "exploration_noise": false,
      "eps": 0.1,
      "freeze_emb": false,
      "reward_handle": "cat",
      "which_tracker": "avg",
      "embedding_dim": 32,
      "window_size": 3,
      "filter_sizes": [
        2,
        3,
        4
      ],
      "num_filters": 16,
      "dropout_rate": 0.1,
      "num_heads": 1,
      "version": "v1",
      "tau": 0,
      "gamma_exposure": 10,
      "lambda_variance": 0.0,
      "lambda_entropy": 0.0,
      "use_exposure_intervention": false,
      "buffer_size": 100000,
      "lr": 0.001,
      "epoch": 200,
      "batch_size": 1024,
      "hidden_sizes": [
        64,
        64
      ],
      "episode_per_collect": 100,
      "training_num": 100,
      "test_num": 100,
      "render": 0,
      "reward_threshold": null,
      "gamma": 0.9,
      "step_per_epoch": 100000,
      "repeat_per_collect": 1,
      "logdir": "log",
      "vf_coef": 0.5,
      "ent_coef": 0.0,
      "max_grad_norm": null,
      "gae_lambda": 1.0,
      "rew_norm": false,
      "read_message": "pointneg",
      "message": "MBPO-leave4",
      "is_binarize": false,
      "need_transform": true,
      "entropy_window": [
        1,
        2
      ],
      "yfeat": "watch_ratio_normed",
      "leave_threshold": 0.0,
      "num_leave_compute": 4,
      "max_turn": 30,
      "force_length": 10,
      "top_rate": 0.8,
      "hostname": "LDS-12"
    }
[I 230117 19:31:57 utils:138] Epoch: [1], Info: [{'num_test': 100, 'CV': '0.14998', 'CV_turn': '0.93446', 'ctr': '0.84648', 'len_tra': 5.34, 'R_tra': 4.520216663545466, 'ifeat_feat': 0.7265917602996255, 'NX_0_CV': '0.14307', 'NX_0_CV_turn': '0.90840', 'NX_0_ctr': '0.81094', 'NX_0_len_tra': 5.24, 'NX_0_R_tra': 4.24930440409723, 'NX_0_ifeat_feat': 0.7461832061068703, 'NX_10_CV': '0.25609', 'NX_10_CV_turn': '0.85200', 'NX_10_ctr': '0.80971', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 8.097062752939607, 'NX_10_ifeat_feat': 0.751}]
[I 230117 19:33:47 utils:138] Epoch: [2], Info: [{'num_test': 100, 'CV': '0.13135', 'CV_turn': '0.46341', 'ctr': '0.74070', 'len_tra': 9.43, 'R_tra': 6.9848004279757365, 'ifeat_feat': 0.3563096500530223, 'NX_0_CV': '0.13345', 'NX_0_CV_turn': '0.51093', 'NX_0_ctr': '0.71855', 'NX_0_len_tra': 8.69, 'NX_0_R_tra': 6.244157601450638, 'NX_0_ifeat_feat': 0.428078250863061, 'NX_10_CV': '0.15299', 'NX_10_CV_turn': '0.50900', 'NX_10_ctr': '0.73942', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 7.394190544173081, 'NX_10_ifeat_feat': 0.384}]
[I 230117 19:35:36 utils:138] Epoch: [3], Info: [{'num_test': 100, 'CV': '0.13105', 'CV_turn': '0.42745', 'ctr': '0.72205', 'len_tra': 10.2, 'R_tra': 7.364903791487469, 'ifeat_feat': 0.3941176470588235, 'NX_0_CV': '0.13706', 'NX_0_CV_turn': '0.44794', 'NX_0_ctr': '0.71115', 'NX_0_len_tra': 10.18, 'NX_0_R_tra': 7.239467849207314, 'NX_0_ifeat_feat': 0.4204322200392927, 'NX_10_CV': '0.12624', 'NX_10_CV_turn': '0.42000', 'NX_10_ctr': '0.73243', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 7.324332639901601, 'NX_10_ifeat_feat': 0.406}]
[I 230117 19:37:26 utils:138] Epoch: [4], Info: [{'num_test': 100, 'CV': '0.11392', 'CV_turn': '0.39562', 'ctr': '0.73420', 'len_tra': 9.58, 'R_tra': 7.033603240423802, 'ifeat_feat': 0.4091858037578288, 'NX_0_CV': '0.13105', 'NX_0_CV_turn': '0.40672', 'NX_0_ctr': '0.75945', 'NX_0_len_tra': 10.72, 'NX_0_R_tra': 8.141331376299744, 'NX_0_ifeat_feat': 0.42723880597014924, 'NX_10_CV': '0.12023', 'NX_10_CV_turn': '0.40000', 'NX_10_ctr': '0.77808', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 7.780763558109211, 'NX_10_ifeat_feat': 0.42}]
[I 230117 19:39:14 utils:138] Epoch: [5], Info: [{'num_test': 100, 'CV': '0.10280', 'CV_turn': '0.39538', 'ctr': '0.70443', 'len_tra': 8.65, 'R_tra': 6.093350692031776, 'ifeat_feat': 0.4254335260115607, 'NX_0_CV': '0.11692', 'NX_0_CV_turn': '0.37440', 'NX_0_ctr': '0.74132', 'NX_0_len_tra': 10.39, 'NX_0_R_tra': 7.702288349899295, 'NX_0_ifeat_feat': 0.4215591915303176, 'NX_10_CV': '0.11332', 'NX_10_CV_turn': '0.37700', 'NX_10_ctr': '0.78173', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 7.817330214458308, 'NX_10_ifeat_feat': 0.413}]
[I 230117 19:41:05 utils:138] Epoch: [6], Info: [{'num_test': 100, 'CV': '0.09708', 'CV_turn': '0.32626', 'ctr': '0.75430', 'len_tra': 9.9, 'R_tra': 7.467613565973152, 'ifeat_feat': 0.38484848484848483, 'NX_0_CV': '0.12083', 'NX_0_CV_turn': '0.34300', 'NX_0_ctr': '0.74242', 'NX_0_len_tra': 11.72, 'NX_0_R_tra': 8.70114312468428, 'NX_0_ifeat_feat': 0.40955631399317405, 'NX_10_CV': '0.10249', 'NX_10_CV_turn': '0.34100', 'NX_10_ctr': '0.71340', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 7.134041669193862, 'NX_10_ifeat_feat': 0.404}]
[I 230117 19:42:51 utils:138] Epoch: [7], Info: [{'num_test': 100, 'CV': '0.09288', 'CV_turn': '0.28453', 'ctr': '0.76390', 'len_tra': 10.86, 'R_tra': 8.295938336454036, 'ifeat_feat': 0.3784530386740331, 'NX_0_CV': '0.10219', 'NX_0_CV_turn': '0.31136', 'NX_0_ctr': '0.71389', 'NX_0_len_tra': 10.92, 'NX_0_R_tra': 7.795643326052307, 'NX_0_ifeat_feat': 0.39194139194139194, 'NX_10_CV': '0.08687', 'NX_10_CV_turn': '0.28900', 'NX_10_ctr': '0.67761', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 6.776107333986455, 'NX_10_ifeat_feat': 0.387}]
[I 230117 19:44:35 utils:138] Epoch: [8], Info: [{'num_test': 100, 'CV': '0.10520', 'CV_turn': '0.33429', 'ctr': '0.70937', 'len_tra': 10.47, 'R_tra': 7.4271039812830955, 'ifeat_feat': 0.3744030563514804, 'NX_0_CV': '0.11301', 'NX_0_CV_turn': '0.31891', 'NX_0_ctr': '0.74110', 'NX_0_len_tra': 11.79, 'NX_0_R_tra': 8.737513623659984, 'NX_0_ifeat_feat': 0.3816793893129771, 'NX_10_CV': '0.10129', 'NX_10_CV_turn': '0.33700', 'NX_10_ctr': '0.69148', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 6.914845002254651, 'NX_10_ifeat_feat': 0.402}]
[I 230117 19:46:18 utils:138] Epoch: [9], Info: [{'num_test': 100, 'CV': '0.09648', 'CV_turn': '0.32164', 'ctr': '0.73039', 'len_tra': 9.98, 'R_tra': 7.289328851822445, 'ifeat_feat': 0.33266533066132264, 'NX_0_CV': '0.11662', 'NX_0_CV_turn': '0.33593', 'NX_0_ctr': '0.73736', 'NX_0_len_tra': 11.55, 'NX_0_R_tra': 8.516555376070084, 'NX_0_ifeat_feat': 0.4069264069264069, 'NX_10_CV': '0.09979', 'NX_10_CV_turn': '0.33200', 'NX_10_ctr': '0.74794', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 7.479366722260853, 'NX_10_ifeat_feat': 0.37}]
[I 230117 19:48:00 utils:138] Epoch: [10], Info: [{'num_test': 100, 'CV': '0.10700', 'CV_turn': '0.32963', 'ctr': '0.71705', 'len_tra': 10.8, 'R_tra': 7.744166429620602, 'ifeat_feat': 0.3712962962962963, 'NX_0_CV': '0.11542', 'NX_0_CV_turn': '0.31068', 'NX_0_ctr': '0.70378', 'NX_0_len_tra': 12.36, 'NX_0_R_tra': 8.698668702811055, 'NX_0_ifeat_feat': 0.36650485436893204, 'NX_10_CV': '0.09949', 'NX_10_CV_turn': '0.33100', 'NX_10_ctr': '0.72650', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 7.265001763301638, 'NX_10_ifeat_feat': 0.371}]
[I 230117 19:49:42 utils:138] Epoch: [11], Info: [{'num_test': 100, 'CV': '0.11031', 'CV_turn': '0.33547', 'ctr': '0.70725', 'len_tra': 10.94, 'R_tra': 7.737270117984752, 'ifeat_feat': 0.35648994515539306, 'NX_0_CV': '0.12053', 'NX_0_CV_turn': '0.32313', 'NX_0_ctr': '0.73036', 'NX_0_len_tra': 12.41, 'NX_0_R_tra': 9.063824825364405, 'NX_0_ifeat_feat': 0.36502820306204675, 'NX_10_CV': '0.09708', 'NX_10_CV_turn': '0.32300', 'NX_10_ctr': '0.72573', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 7.2573197886320555, 'NX_10_ifeat_feat': 0.353}]
[I 230117 19:51:22 utils:138] Epoch: [12], Info: [{'num_test': 100, 'CV': '0.10971', 'CV_turn': '0.34049', 'ctr': '0.71064', 'len_tra': 10.72, 'R_tra': 7.6180882224321325, 'ifeat_feat': 0.3376865671641791, 'NX_0_CV': '0.12203', 'NX_0_CV_turn': '0.31645', 'NX_0_ctr': '0.75460', 'NX_0_len_tra': 12.83, 'NX_0_R_tra': 9.681495216942809, 'NX_0_ifeat_feat': 0.36477007014809043, 'NX_10_CV': '0.10640', 'NX_10_CV_turn': '0.35400', 'NX_10_ctr': '0.69329', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 6.932941909046482, 'NX_10_ifeat_feat': 0.34}]
[I 230117 19:52:55 utils:138] Epoch: [13], Info: [{'num_test': 100, 'CV': '0.12203', 'CV_turn': '0.29463', 'ctr': '0.68824', 'len_tra': 13.78, 'R_tra': 9.483967073395736, 'ifeat_feat': 0.3047895500725689, 'NX_0_CV': '0.12474', 'NX_0_CV_turn': '0.26896', 'NX_0_ctr': '0.72338', 'NX_0_len_tra': 15.43, 'NX_0_R_tra': 11.16168862320832, 'NX_0_ifeat_feat': 0.36033700583279327, 'NX_10_CV': '0.09739', 'NX_10_CV_turn': '0.32400', 'NX_10_ctr': '0.73342', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 7.3342421541159615, 'NX_10_ifeat_feat': 0.32}]
