[I 230117 19:55:05 policy_utils:47] {
      "env": "KuaiEnv-v0",
      "user_model_name": "DeepFM",
      "model_name": "A2C_with_emb",
      "seed": 0,
      "cuda": 7,
      "is_userinfo": false,
      "cpu": false,
      "is_save": false,
      "use_userEmbedding": false,
      "exploration_noise": false,
      "eps": 0.1,
      "freeze_emb": false,
      "reward_handle": "cat",
      "which_tracker": "avg",
      "embedding_dim": 32,
      "window_size": 3,
      "filter_sizes": [
        2,
        3,
        4
      ],
      "num_filters": 16,
      "dropout_rate": 0.1,
      "num_heads": 1,
      "version": "v1",
      "tau": 0,
      "gamma_exposure": 10,
      "lambda_variance": 0.05,
      "lambda_entropy": 5.0,
      "use_exposure_intervention": false,
      "buffer_size": 100000,
      "lr": 0.001,
      "epoch": 200,
      "batch_size": 1024,
      "hidden_sizes": [
        64,
        64
      ],
      "episode_per_collect": 100,
      "training_num": 100,
      "test_num": 100,
      "render": 0,
      "reward_threshold": null,
      "gamma": 0.9,
      "step_per_epoch": 100000,
      "repeat_per_collect": 1,
      "logdir": "log",
      "vf_coef": 0.5,
      "ent_coef": 0.0,
      "max_grad_norm": null,
      "gae_lambda": 1.0,
      "rew_norm": false,
      "read_message": "pointneg",
      "message": "Ours-leave10",
      "is_binarize": false,
      "need_transform": true,
      "entropy_window": [
        1,
        2
      ],
      "yfeat": "watch_ratio_normed",
      "leave_threshold": 0.0,
      "num_leave_compute": 10,
      "max_turn": 30,
      "force_length": 10,
      "top_rate": 0.8,
      "hostname": "LDS-10"
    }
[I 230117 19:56:05 utils:138] Epoch: [1], Info: [{'num_test': 100, 'CV': '0.02885', 'CV_turn': '0.11955', 'ctr': '0.75995', 'len_tra': 8.03, 'R_tra': 6.102383595563878, 'ifeat_feat': 0.32004981320049813, 'NX_0_CV': '0.04058', 'NX_0_CV_turn': '0.12108', 'NX_0_ctr': '0.80670', 'NX_0_len_tra': 11.15, 'NX_0_R_tra': 8.994662762728254, 'NX_0_ifeat_feat': 0.3775784753363229, 'NX_10_CV': '0.03877', 'NX_10_CV_turn': '0.12900', 'NX_10_ctr': '0.76665', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 7.666455287270102, 'NX_10_ifeat_feat': 0.376}]
[I 230117 19:56:27 utils:138] Epoch: [2], Info: [{'num_test': 100, 'CV': '0.02284', 'CV_turn': '0.09488', 'ctr': '0.85906', 'len_tra': 8.01, 'R_tra': 6.881044863299041, 'ifeat_feat': 0.40574282147315854, 'NX_0_CV': '0.03336', 'NX_0_CV_turn': '0.09312', 'NX_0_ctr': '0.83630', 'NX_0_len_tra': 11.92, 'NX_0_R_tra': 9.968676415442697, 'NX_0_ifeat_feat': 0.4513422818791946, 'NX_10_CV': '0.02916', 'NX_10_CV_turn': '0.09700', 'NX_10_ctr': '0.83229', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 8.322914208754913, 'NX_10_ifeat_feat': 0.411}]
[I 230117 19:56:49 utils:138] Epoch: [3], Info: [{'num_test': 100, 'CV': '0.02435', 'CV_turn': '0.10800', 'ctr': '0.78625', 'len_tra': 7.5, 'R_tra': 5.896900023564624, 'ifeat_feat': 0.4186666666666667, 'NX_0_CV': '0.02976', 'NX_0_CV_turn': '0.08049', 'NX_0_ctr': '0.82073', 'NX_0_len_tra': 12.3, 'NX_0_R_tra': 10.095000571692468, 'NX_0_ifeat_feat': 0.408130081300813, 'NX_10_CV': '0.02976', 'NX_10_CV_turn': '0.09900', 'NX_10_ctr': '0.79747', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 7.974664011172595, 'NX_10_ifeat_feat': 0.418}]
[I 230117 19:57:12 utils:138] Epoch: [4], Info: [{'num_test': 100, 'CV': '0.02074', 'CV_turn': '0.09426', 'ctr': '0.75169', 'len_tra': 7.32, 'R_tra': 5.502404593533612, 'ifeat_feat': 0.3292349726775956, 'NX_0_CV': '0.03156', 'NX_0_CV_turn': '0.07426', 'NX_0_ctr': '0.81701', 'NX_0_len_tra': 14.14, 'NX_0_R_tra': 11.552521893112521, 'NX_0_ifeat_feat': 0.35997171145685997, 'NX_10_CV': '0.02435', 'NX_10_CV_turn': '0.08100', 'NX_10_ctr': '0.83927', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 8.392732167573701, 'NX_10_ifeat_feat': 0.361}]
[I 230117 19:57:35 utils:138] Epoch: [5], Info: [{'num_test': 100, 'CV': '0.02044', 'CV_turn': '0.08105', 'ctr': '0.79105', 'len_tra': 8.39, 'R_tra': 6.636884323917355, 'ifeat_feat': 0.39809296781883197, 'NX_0_CV': '0.02825', 'NX_0_CV_turn': '0.06443', 'NX_0_ctr': '0.79458', 'NX_0_len_tra': 14.59, 'NX_0_R_tra': 11.592988003882315, 'NX_0_ifeat_feat': 0.4146675805346127, 'NX_10_CV': '0.01984', 'NX_10_CV_turn': '0.06600', 'NX_10_ctr': '0.80007', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 8.000655079087952, 'NX_10_ifeat_feat': 0.401}]
[I 230117 19:57:56 utils:138] Epoch: [6], Info: [{'num_test': 100, 'CV': '0.01803', 'CV_turn': '0.07075', 'ctr': '0.80901', 'len_tra': 8.48, 'R_tra': 6.860431303793899, 'ifeat_feat': 0.3632075471698113, 'NX_0_CV': '0.02585', 'NX_0_CV_turn': '0.06471', 'NX_0_ctr': '0.83050', 'NX_0_len_tra': 13.29, 'NX_0_R_tra': 11.037374700357047, 'NX_0_ifeat_feat': 0.3942814145974417, 'NX_10_CV': '0.02375', 'NX_10_CV_turn': '0.07900', 'NX_10_ctr': '0.79418', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 7.941755326978539, 'NX_10_ifeat_feat': 0.4}]
[I 230117 19:58:22 utils:138] Epoch: [7], Info: [{'num_test': 100, 'CV': '0.01864', 'CV_turn': '0.07858', 'ctr': '0.81585', 'len_tra': 7.89, 'R_tra': 6.437086925350419, 'ifeat_feat': 0.4512040557667934, 'NX_0_CV': '0.02675', 'NX_0_CV_turn': '0.06202', 'NX_0_ctr': '0.79946', 'NX_0_len_tra': 14.35, 'NX_0_R_tra': 11.472284798986557, 'NX_0_ifeat_feat': 0.4076655052264808, 'NX_10_CV': '0.02134', 'NX_10_CV_turn': '0.07100', 'NX_10_ctr': '0.80938', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 8.093764365978595, 'NX_10_ifeat_feat': 0.414}]
[I 230117 19:58:53 utils:138] Epoch: [8], Info: [{'num_test': 100, 'CV': '0.01413', 'CV_turn': '0.06217', 'ctr': '0.80001', 'len_tra': 7.56, 'R_tra': 6.048050941642296, 'ifeat_feat': 0.3505291005291005, 'NX_0_CV': '0.02375', 'NX_0_CV_turn': '0.05267', 'NX_0_ctr': '0.77050', 'NX_0_len_tra': 15.0, 'NX_0_R_tra': 11.557514822129711, 'NX_0_ifeat_feat': 0.39066666666666666, 'NX_10_CV': '0.01894', 'NX_10_CV_turn': '0.06300', 'NX_10_ctr': '0.78545', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 7.854499925524227, 'NX_10_ifeat_feat': 0.368}]
[I 230117 19:59:27 utils:138] Epoch: [9], Info: [{'num_test': 100, 'CV': '0.01593', 'CV_turn': '0.06487', 'ctr': '0.82792', 'len_tra': 8.17, 'R_tra': 6.764136425354564, 'ifeat_feat': 0.42472460220318237, 'NX_0_CV': '0.02344', 'NX_0_CV_turn': '0.05339', 'NX_0_ctr': '0.79588', 'NX_0_len_tra': 14.61, 'NX_0_R_tra': 11.62775558020928, 'NX_0_ifeat_feat': 0.4462696783025325, 'NX_10_CV': '0.02134', 'NX_10_CV_turn': '0.07100', 'NX_10_ctr': '0.85193', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 8.519345773200362, 'NX_10_ifeat_feat': 0.414}]
[I 230117 20:00:07 utils:138] Epoch: [10], Info: [{'num_test': 100, 'CV': '0.01743', 'CV_turn': '0.06437', 'ctr': '0.79002', 'len_tra': 9.01, 'R_tra': 7.118035694883369, 'ifeat_feat': 0.39289678135405104, 'NX_0_CV': '0.02645', 'NX_0_CV_turn': '0.05648', 'NX_0_ctr': '0.75559', 'NX_0_len_tra': 15.58, 'NX_0_R_tra': 11.772153506590413, 'NX_0_ifeat_feat': 0.4056482670089859, 'NX_10_CV': '0.01773', 'NX_10_CV_turn': '0.05900', 'NX_10_ctr': '0.76552', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 7.655220528160018, 'NX_10_ifeat_feat': 0.386}]
[I 230117 20:00:45 utils:138] Epoch: [11], Info: [{'num_test': 100, 'CV': '0.01683', 'CV_turn': '0.06651', 'ctr': '0.79741', 'len_tra': 8.42, 'R_tra': 6.714196474623229, 'ifeat_feat': 0.40617577197149646, 'NX_0_CV': '0.02435', 'NX_0_CV_turn': '0.05192', 'NX_0_ctr': '0.77406', 'NX_0_len_tra': 15.6, 'NX_0_R_tra': 12.07526504176541, 'NX_0_ifeat_feat': 0.37948717948717947, 'NX_10_CV': '0.01924', 'NX_10_CV_turn': '0.06400', 'NX_10_ctr': '0.81256', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 8.125565434581707, 'NX_10_ifeat_feat': 0.395}]
