[I 230117 19:55:05 policy_utils:47] {
      "env": "KuaiEnv-v0",
      "user_model_name": "DeepFM-IPS",
      "model_name": "IPS",
      "seed": 0,
      "cuda": 3,
      "is_userinfo": false,
      "cpu": false,
      "is_save": false,
      "use_userEmbedding": false,
      "exploration_noise": false,
      "eps": 0.1,
      "freeze_emb": false,
      "reward_handle": "cat",
      "which_tracker": "avg",
      "embedding_dim": 32,
      "window_size": 3,
      "filter_sizes": [
        2,
        3,
        4
      ],
      "num_filters": 16,
      "dropout_rate": 0.1,
      "num_heads": 1,
      "version": "v1",
      "tau": 0,
      "gamma_exposure": 10,
      "lambda_variance": 0,
      "lambda_entropy": 0,
      "use_exposure_intervention": false,
      "buffer_size": 100000,
      "lr": 0.001,
      "epoch": 200,
      "batch_size": 1024,
      "hidden_sizes": [
        64,
        64
      ],
      "episode_per_collect": 100,
      "training_num": 100,
      "test_num": 100,
      "render": 0,
      "reward_threshold": null,
      "gamma": 0.9,
      "step_per_epoch": 100000,
      "repeat_per_collect": 1,
      "logdir": "log",
      "vf_coef": 0.5,
      "ent_coef": 0.0,
      "max_grad_norm": null,
      "gae_lambda": 1.0,
      "rew_norm": false,
      "read_message": "DeepFM-IPS",
      "message": "IPS-leave9",
      "is_binarize": false,
      "need_transform": true,
      "entropy_window": [],
      "yfeat": "watch_ratio_normed",
      "leave_threshold": 0.0,
      "num_leave_compute": 9,
      "max_turn": 30,
      "force_length": 10,
      "top_rate": 0.8,
      "hostname": "LDS-10"
    }
[I 230117 19:55:47 utils:138] Epoch: [1], Info: [{'num_test': 100, 'CV': '0.13375', 'CV_turn': '0.92324', 'ctr': '0.82337', 'len_tra': 4.82, 'R_tra': 3.968658847454799, 'ifeat_feat': 0.7551867219917012, 'NX_0_CV': '0.12384', 'NX_0_CV_turn': '0.95150', 'NX_0_ctr': '0.83268', 'NX_0_len_tra': 4.33, 'NX_0_R_tra': 3.6055048897929645, 'NX_0_ifeat_feat': 0.7759815242494227, 'NX_10_CV': '0.26180', 'NX_10_CV_turn': '0.87100', 'NX_10_ctr': '0.87581', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 8.758119836115407, 'NX_10_ifeat_feat': 0.795}]
[I 230117 19:55:59 utils:138] Epoch: [2], Info: [{'num_test': 100, 'CV': '0.11241', 'CV_turn': '0.49933', 'ctr': '0.80949', 'len_tra': 7.49, 'R_tra': 6.063046841958535, 'ifeat_feat': 0.37783711615487314, 'NX_0_CV': '0.12834', 'NX_0_CV_turn': '0.50294', 'NX_0_ctr': '0.77105', 'NX_0_len_tra': 8.49, 'NX_0_R_tra': 6.546223890401876, 'NX_0_ifeat_feat': 0.4193168433451119, 'NX_10_CV': '0.15119', 'NX_10_CV_turn': '0.50300', 'NX_10_ctr': '0.77594', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 7.759407179252734, 'NX_10_ifeat_feat': 0.415}]
[I 230117 19:56:12 utils:138] Epoch: [3], Info: [{'num_test': 100, 'CV': '0.08777', 'CV_turn': '0.35610', 'ctr': '0.76327', 'len_tra': 8.2, 'R_tra': 6.258848982229694, 'ifeat_feat': 0.3719512195121951, 'NX_0_CV': '0.10580', 'NX_0_CV_turn': '0.37607', 'NX_0_ctr': '0.79547', 'NX_0_len_tra': 9.36, 'NX_0_R_tra': 7.445641770403452, 'NX_0_ifeat_feat': 0.3717948717948718, 'NX_10_CV': '0.10941', 'NX_10_CV_turn': '0.36400', 'NX_10_ctr': '0.76305', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 7.6305002144853935, 'NX_10_ifeat_feat': 0.41}]
[I 230117 19:56:25 utils:138] Epoch: [4], Info: [{'num_test': 100, 'CV': '0.08717', 'CV_turn': '0.34814', 'ctr': '0.80454', 'len_tra': 8.33, 'R_tra': 6.70182790775974, 'ifeat_feat': 0.38895558223289317, 'NX_0_CV': '0.10430', 'NX_0_CV_turn': '0.35264', 'NX_0_ctr': '0.82313', 'NX_0_len_tra': 9.84, 'NX_0_R_tra': 8.099629403625785, 'NX_0_ifeat_feat': 0.40752032520325204, 'NX_10_CV': '0.09468', 'NX_10_CV_turn': '0.31500', 'NX_10_ctr': '0.79471', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 7.9470593226734705, 'NX_10_ifeat_feat': 0.401}]
[I 230117 19:56:37 utils:138] Epoch: [5], Info: [{'num_test': 100, 'CV': '0.08055', 'CV_turn': '0.29515', 'ctr': '0.77195', 'len_tra': 9.08, 'R_tra': 7.0092723710830525, 'ifeat_feat': 0.3744493392070485, 'NX_0_CV': '0.09769', 'NX_0_CV_turn': '0.28915', 'NX_0_ctr': '0.79033', 'NX_0_len_tra': 11.24, 'NX_0_R_tra': 8.88330576742227, 'NX_0_ifeat_feat': 0.3879003558718861, 'NX_10_CV': '0.08867', 'NX_10_CV_turn': '0.29500', 'NX_10_ctr': '0.78196', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 7.819585901994509, 'NX_10_ifeat_feat': 0.376}]
[I 230117 19:56:50 utils:138] Epoch: [6], Info: [{'num_test': 100, 'CV': '0.07154', 'CV_turn': '0.28919', 'ctr': '0.73781', 'len_tra': 8.23, 'R_tra': 6.072166873341036, 'ifeat_feat': 0.36573511543134873, 'NX_0_CV': '0.08236', 'NX_0_CV_turn': '0.29149', 'NX_0_ctr': '0.81211', 'NX_0_len_tra': 9.4, 'NX_0_R_tra': 7.633802807372939, 'NX_0_ifeat_feat': 0.37127659574468086, 'NX_10_CV': '0.07454', 'NX_10_CV_turn': '0.24800', 'NX_10_ctr': '0.74107', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 7.410721163805357, 'NX_10_ifeat_feat': 0.384}]
[I 230117 19:57:03 utils:138] Epoch: [7], Info: [{'num_test': 100, 'CV': '0.07274', 'CV_turn': '0.28107', 'ctr': '0.79607', 'len_tra': 8.61, 'R_tra': 6.854200441492122, 'ifeat_feat': 0.39372822299651566, 'NX_0_CV': '0.08266', 'NX_0_CV_turn': '0.25183', 'NX_0_ctr': '0.77620', 'NX_0_len_tra': 10.92, 'NX_0_R_tra': 8.476070642936836, 'NX_0_ifeat_feat': 0.37454212454212454, 'NX_10_CV': '0.07965', 'NX_10_CV_turn': '0.26500', 'NX_10_ctr': '0.76438', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 7.64378107718613, 'NX_10_ifeat_feat': 0.391}]
[I 230117 19:57:15 utils:138] Epoch: [8], Info: [{'num_test': 100, 'CV': '0.05681', 'CV_turn': '0.21477', 'ctr': '0.74171', 'len_tra': 8.8, 'R_tra': 6.527031350330242, 'ifeat_feat': 0.33295454545454545, 'NX_0_CV': '0.06643', 'NX_0_CV_turn': '0.17554', 'NX_0_ctr': '0.71027', 'NX_0_len_tra': 12.59, 'NX_0_R_tra': 8.942345469283174, 'NX_0_ifeat_feat': 0.3780778395552025, 'NX_10_CV': '0.06282', 'NX_10_CV_turn': '0.20900', 'NX_10_ctr': '0.75044', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 7.504444581428748, 'NX_10_ifeat_feat': 0.364}]
[I 230117 19:57:27 utils:138] Epoch: [9], Info: [{'num_test': 100, 'CV': '0.06072', 'CV_turn': '0.20739', 'ctr': '0.68577', 'len_tra': 9.74, 'R_tra': 6.679429081590995, 'ifeat_feat': 0.3193018480492813, 'NX_0_CV': '0.07785', 'NX_0_CV_turn': '0.19300', 'NX_0_ctr': '0.72973', 'NX_0_len_tra': 13.42, 'NX_0_R_tra': 9.79294638619454, 'NX_0_ifeat_feat': 0.37257824143070045, 'NX_10_CV': '0.06793', 'NX_10_CV_turn': '0.22600', 'NX_10_ctr': '0.75161', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 7.516088620991615, 'NX_10_ifeat_feat': 0.368}]
[I 230117 19:57:39 utils:138] Epoch: [10], Info: [{'num_test': 100, 'CV': '0.05470', 'CV_turn': '0.20044', 'ctr': '0.67745', 'len_tra': 9.08, 'R_tra': 6.1512541915594845, 'ifeat_feat': 0.32268722466960353, 'NX_0_CV': '0.07063', 'NX_0_CV_turn': '0.19357', 'NX_0_ctr': '0.71752', 'NX_0_len_tra': 12.14, 'NX_0_R_tra': 8.710660730133219, 'NX_0_ifeat_feat': 0.36902800658978585, 'NX_10_CV': '0.06072', 'NX_10_CV_turn': '0.20200', 'NX_10_ctr': '0.73808', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 7.380757579561103, 'NX_10_ifeat_feat': 0.356}]
[I 230117 19:57:50 utils:138] Epoch: [11], Info: [{'num_test': 100, 'CV': '0.07304', 'CV_turn': '0.26616', 'ctr': '0.69588', 'len_tra': 9.13, 'R_tra': 6.353429900284141, 'ifeat_feat': 0.36254107338444685, 'NX_0_CV': '0.07875', 'NX_0_CV_turn': '0.21943', 'NX_0_ctr': '0.71444', 'NX_0_len_tra': 11.94, 'NX_0_R_tra': 8.530448298154488, 'NX_0_ifeat_feat': 0.3542713567839196, 'NX_10_CV': '0.07124', 'NX_10_CV_turn': '0.23700', 'NX_10_ctr': '0.70669', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 7.066888387801425, 'NX_10_ifeat_feat': 0.366}]
