[I 230117 19:13:53 policy_utils:47] {
      "env": "KuaiEnv-v0",
      "user_model_name": "DeepFM-IPS",
      "model_name": "IPS",
      "seed": 0,
      "cuda": 4,
      "is_userinfo": false,
      "cpu": false,
      "is_save": false,
      "use_userEmbedding": false,
      "exploration_noise": false,
      "eps": 0.1,
      "freeze_emb": false,
      "reward_handle": "cat",
      "which_tracker": "avg",
      "embedding_dim": 32,
      "window_size": 3,
      "filter_sizes": [
        2,
        3,
        4
      ],
      "num_filters": 16,
      "dropout_rate": 0.1,
      "num_heads": 1,
      "version": "v1",
      "tau": 0,
      "gamma_exposure": 10,
      "lambda_variance": 0,
      "lambda_entropy": 0,
      "use_exposure_intervention": false,
      "buffer_size": 100000,
      "lr": 0.001,
      "epoch": 200,
      "batch_size": 1024,
      "hidden_sizes": [
        64,
        64
      ],
      "episode_per_collect": 100,
      "training_num": 100,
      "test_num": 100,
      "render": 0,
      "reward_threshold": null,
      "gamma": 0.9,
      "step_per_epoch": 100000,
      "repeat_per_collect": 1,
      "logdir": "log",
      "vf_coef": 0.5,
      "ent_coef": 0.0,
      "max_grad_norm": null,
      "gae_lambda": 1.0,
      "rew_norm": false,
      "read_message": "DeepFM-IPS",
      "message": "IPS-leave1",
      "is_binarize": false,
      "need_transform": true,
      "entropy_window": [],
      "yfeat": "watch_ratio_normed",
      "leave_threshold": 0.0,
      "num_leave_compute": 1,
      "max_turn": 30,
      "force_length": 10,
      "top_rate": 0.8,
      "hostname": "LDS-12"
    }
[I 230117 19:14:57 utils:138] Epoch: [1], Info: [{'num_test': 100, 'CV': '0.20228', 'CV_turn': '0.89973', 'ctr': '0.88484', 'len_tra': 7.48, 'R_tra': 6.61857602341182, 'ifeat_feat': 0.8168449197860963, 'NX_0_CV': '0.21942', 'NX_0_CV_turn': '0.87740', 'NX_0_ctr': '0.83960', 'NX_0_len_tra': 8.32, 'NX_0_R_tra': 6.985486457993654, 'NX_0_ifeat_feat': 0.8161057692307693, 'NX_10_CV': '0.25999', 'NX_10_CV_turn': '0.86500', 'NX_10_ctr': '0.85184', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 8.518428544024738, 'NX_10_ifeat_feat': 0.822}]
[I 230117 19:15:18 utils:138] Epoch: [2], Info: [{'num_test': 100, 'CV': '0.21160', 'CV_turn': '0.87562', 'ctr': '0.90183', 'len_tra': 8.04, 'R_tra': 7.250732890409795, 'ifeat_feat': 0.8009950248756219, 'NX_0_CV': '0.23024', 'NX_0_CV_turn': '0.88351', 'NX_0_ctr': '0.84325', 'NX_0_len_tra': 8.67, 'NX_0_R_tra': 7.310980140307407, 'NX_0_ifeat_feat': 0.7808535178777394, 'NX_10_CV': '0.26180', 'NX_10_CV_turn': '0.87100', 'NX_10_ctr': '0.87951', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 8.795146442008642, 'NX_10_ifeat_feat': 0.779}]
[I 230117 19:15:39 utils:138] Epoch: [3], Info: [{'num_test': 100, 'CV': '0.23384', 'CV_turn': '0.55611', 'ctr': '0.83541', 'len_tra': 13.99, 'R_tra': 11.687363178071026, 'ifeat_feat': 0.45604002859185133, 'NX_0_CV': '0.24527', 'NX_0_CV_turn': '0.54618', 'NX_0_ctr': '0.87672', 'NX_0_len_tra': 14.94, 'NX_0_R_tra': 13.09819566068169, 'NX_0_ifeat_feat': 0.46921017402945114, 'NX_10_CV': '0.17974', 'NX_10_CV_turn': '0.59800', 'NX_10_ctr': '0.85804', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 8.580424717878024, 'NX_10_ifeat_feat': 0.462}]
[I 230117 19:15:57 utils:138] Epoch: [4], Info: [{'num_test': 100, 'CV': '0.21852', 'CV_turn': '0.37688', 'ctr': '0.82608', 'len_tra': 19.29, 'R_tra': 15.935101968342378, 'ifeat_feat': 0.38621047174701917, 'NX_0_CV': '0.21581', 'NX_0_CV_turn': '0.37572', 'NX_0_ctr': '0.83851', 'NX_0_len_tra': 19.11, 'NX_0_R_tra': 16.023973061536314, 'NX_0_ifeat_feat': 0.4076399790685505, 'NX_10_CV': '0.14127', 'NX_10_CV_turn': '0.47000', 'NX_10_ctr': '0.81913', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 8.191321696523124, 'NX_10_ifeat_feat': 0.362}]
[I 230117 19:16:17 utils:138] Epoch: [5], Info: [{'num_test': 100, 'CV': '0.17824', 'CV_turn': '0.31933', 'ctr': '0.88042', 'len_tra': 18.57, 'R_tra': 16.349423463198477, 'ifeat_feat': 0.3656435110393107, 'NX_0_CV': '0.20078', 'NX_0_CV_turn': '0.33467', 'NX_0_ctr': '0.84934', 'NX_0_len_tra': 19.96, 'NX_0_R_tra': 16.952739586499362, 'NX_0_ifeat_feat': 0.39779559118236474, 'NX_10_CV': '0.11873', 'NX_10_CV_turn': '0.39500', 'NX_10_ctr': '0.82333', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 8.233331818494166, 'NX_10_ifeat_feat': 0.373}]
[I 230117 19:16:34 utils:138] Epoch: [6], Info: [{'num_test': 100, 'CV': '0.17854', 'CV_turn': '0.31362', 'ctr': '0.81816', 'len_tra': 18.94, 'R_tra': 15.495991885444205, 'ifeat_feat': 0.3648363252375924, 'NX_0_CV': '0.18605', 'NX_0_CV_turn': '0.28697', 'NX_0_ctr': '0.83329', 'NX_0_len_tra': 21.57, 'NX_0_R_tra': 17.97404845067033, 'NX_0_ifeat_feat': 0.3750579508576727, 'NX_10_CV': '0.11392', 'NX_10_CV_turn': '0.37900', 'NX_10_ctr': '0.84572', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 8.4571681417816, 'NX_10_ifeat_feat': 0.361}]
[I 230117 19:16:50 utils:138] Epoch: [7], Info: [{'num_test': 100, 'CV': '0.17463', 'CV_turn': '0.30276', 'ctr': '0.87226', 'len_tra': 19.19, 'R_tra': 16.738672058987266, 'ifeat_feat': 0.37884314747264203, 'NX_0_CV': '0.17553', 'NX_0_CV_turn': '0.28530', 'NX_0_ctr': '0.87275', 'NX_0_len_tra': 20.47, 'NX_0_R_tra': 17.86524632256864, 'NX_0_ifeat_feat': 0.3815339521250611, 'NX_10_CV': '0.11542', 'NX_10_CV_turn': '0.38400', 'NX_10_ctr': '0.91457', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 9.14572055299774, 'NX_10_ifeat_feat': 0.386}]
[I 230117 19:17:06 utils:138] Epoch: [8], Info: [{'num_test': 100, 'CV': '0.15179', 'CV_turn': '0.26776', 'ctr': '0.83217', 'len_tra': 18.86, 'R_tra': 15.694699088794248, 'ifeat_feat': 0.3865323435843054, 'NX_0_CV': '0.16381', 'NX_0_CV_turn': '0.25057', 'NX_0_ctr': '0.86163', 'NX_0_len_tra': 21.75, 'NX_0_R_tra': 18.740411426820508, 'NX_0_ifeat_feat': 0.3967816091954023, 'NX_10_CV': '0.10249', 'NX_10_CV_turn': '0.34100', 'NX_10_ctr': '0.82894', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 8.289429627187337, 'NX_10_ifeat_feat': 0.401}]
[I 230117 19:17:21 utils:138] Epoch: [9], Info: [{'num_test': 100, 'CV': '0.14067', 'CV_turn': '0.24933', 'ctr': '0.85523', 'len_tra': 18.77, 'R_tra': 16.05258126873763, 'ifeat_feat': 0.36547682472029835, 'NX_0_CV': '0.15570', 'NX_0_CV_turn': '0.24690', 'NX_0_ctr': '0.85328', 'NX_0_len_tra': 20.98, 'NX_0_R_tra': 17.901760389818534, 'NX_0_ifeat_feat': 0.37416587225929454, 'NX_10_CV': '0.09228', 'NX_10_CV_turn': '0.30700', 'NX_10_ctr': '0.82377', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 8.237686559178158, 'NX_10_ifeat_feat': 0.372}]
[I 230117 19:17:38 utils:138] Epoch: [10], Info: [{'num_test': 100, 'CV': '0.12594', 'CV_turn': '0.22193', 'ctr': '0.92129', 'len_tra': 18.88, 'R_tra': 17.394008345628063, 'ifeat_feat': 0.3967161016949153, 'NX_0_CV': '0.13466', 'NX_0_CV_turn': '0.18975', 'NX_0_ctr': '0.86847', 'NX_0_len_tra': 23.61, 'NX_0_R_tra': 20.504685813480304, 'NX_0_ifeat_feat': 0.40152477763659467, 'NX_10_CV': '0.08777', 'NX_10_CV_turn': '0.29200', 'NX_10_ctr': '0.87992', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 8.799150198487583, 'NX_10_ifeat_feat': 0.4}]
[I 230117 19:17:54 utils:138] Epoch: [11], Info: [{'num_test': 100, 'CV': '0.11181', 'CV_turn': '0.19914', 'ctr': '0.83910', 'len_tra': 18.68, 'R_tra': 15.674344940448604, 'ifeat_feat': 0.3549250535331906, 'NX_0_CV': '0.12293', 'NX_0_CV_turn': '0.18736', 'NX_0_ctr': '0.83851', 'NX_0_len_tra': 21.83, 'NX_0_R_tra': 18.304650431669003, 'NX_0_ifeat_feat': 0.36555199267063676, 'NX_10_CV': '0.07514', 'NX_10_CV_turn': '0.25000', 'NX_10_ctr': '0.83057', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 8.305685683593229, 'NX_10_ifeat_feat': 0.336}]
