[I 230117 14:44:00 policy_utils:47] {
      "env": "KuaiEnv-v0",
      "user_model_name": "DeepFM",
      "model_name": "A2C_with_emb",
      "seed": 0,
      "cuda": 2,
      "is_userinfo": false,
      "cpu": false,
      "is_save": false,
      "use_userEmbedding": false,
      "exploration_noise": false,
      "eps": 0.1,
      "freeze_emb": false,
      "reward_handle": "cat",
      "which_tracker": "avg",
      "embedding_dim": 32,
      "window_size": 3,
      "filter_sizes": [
        2,
        3,
        4
      ],
      "num_filters": 16,
      "dropout_rate": 0.1,
      "num_heads": 1,
      "version": "v1",
      "tau": 0,
      "gamma_exposure": 10,
      "lambda_variance": 0.05,
      "lambda_entropy": 0.0,
      "use_exposure_intervention": false,
      "buffer_size": 100000,
      "lr": 0.001,
      "epoch": 200,
      "batch_size": 1024,
      "hidden_sizes": [
        64,
        64
      ],
      "episode_per_collect": 100,
      "training_num": 100,
      "test_num": 100,
      "render": 0,
      "reward_threshold": null,
      "gamma": 0.9,
      "step_per_epoch": 100000,
      "repeat_per_collect": 1,
      "logdir": "log",
      "vf_coef": 0.5,
      "ent_coef": 0.0,
      "max_grad_norm": null,
      "gae_lambda": 1.0,
      "rew_norm": false,
      "read_message": "pointneg",
      "message": "MOPO-leave5",
      "is_binarize": false,
      "need_transform": true,
      "entropy_window": [
        1,
        2
      ],
      "yfeat": "watch_ratio_normed",
      "leave_threshold": 0.0,
      "num_leave_compute": 5,
      "max_turn": 30,
      "force_length": 10,
      "top_rate": 0.8,
      "hostname": "LDS-8"
    }
[I 230117 14:45:33 utils:138] Epoch: [1], Info: [{'num_test': 100, 'CV': '0.15209', 'CV_turn': '0.92000', 'ctr': '0.87561', 'len_tra': 5.5, 'R_tra': 4.815856047905497, 'ifeat_feat': 0.72, 'NX_0_CV': '0.14578', 'NX_0_CV_turn': '0.88991', 'NX_0_ctr': '0.83511', 'NX_0_len_tra': 5.45, 'NX_0_R_tra': 4.551330707983258, 'NX_0_ifeat_feat': 0.728440366972477, 'NX_10_CV': '0.25609', 'NX_10_CV_turn': '0.85200', 'NX_10_ctr': '0.80682', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 8.068233925067574, 'NX_10_ifeat_feat': 0.737}]
[I 230117 14:46:10 utils:138] Epoch: [2], Info: [{'num_test': 100, 'CV': '0.10580', 'CV_turn': '0.41905', 'ctr': '0.76346', 'len_tra': 8.4, 'R_tra': 6.413048483155555, 'ifeat_feat': 0.3404761904761905, 'NX_0_CV': '0.13165', 'NX_0_CV_turn': '0.45816', 'NX_0_ctr': '0.77148', 'NX_0_len_tra': 9.56, 'NX_0_R_tra': 7.375316000871263, 'NX_0_ifeat_feat': 0.4372384937238494, 'NX_10_CV': '0.13165', 'NX_10_CV_turn': '0.43800', 'NX_10_ctr': '0.76154', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 7.615449607797634, 'NX_10_ifeat_feat': 0.401}]
[I 230117 14:46:49 utils:138] Epoch: [3], Info: [{'num_test': 100, 'CV': '0.11121', 'CV_turn': '0.39320', 'ctr': '0.69847', 'len_tra': 9.41, 'R_tra': 6.572579529211603, 'ifeat_feat': 0.3645058448459086, 'NX_0_CV': '0.12414', 'NX_0_CV_turn': '0.40972', 'NX_0_ctr': '0.72218', 'NX_0_len_tra': 10.08, 'NX_0_R_tra': 7.27957590855259, 'NX_0_ifeat_feat': 0.39285714285714285, 'NX_10_CV': '0.12143', 'NX_10_CV_turn': '0.40400', 'NX_10_ctr': '0.68404', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 6.840415137654299, 'NX_10_ifeat_feat': 0.37}]
[I 230117 14:47:29 utils:138] Epoch: [4], Info: [{'num_test': 100, 'CV': '0.09528', 'CV_turn': '0.36437', 'ctr': '0.70594', 'len_tra': 8.7, 'R_tra': 6.141650169755889, 'ifeat_feat': 0.37471264367816093, 'NX_0_CV': '0.10280', 'NX_0_CV_turn': '0.34969', 'NX_0_ctr': '0.73674', 'NX_0_len_tra': 9.78, 'NX_0_R_tra': 7.205298970891384, 'NX_0_ifeat_feat': 0.4100204498977505, 'NX_10_CV': '0.11031', 'NX_10_CV_turn': '0.36700', 'NX_10_ctr': '0.66920', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 6.691992776233526, 'NX_10_ifeat_feat': 0.394}]
[I 230117 14:48:09 utils:138] Epoch: [5], Info: [{'num_test': 100, 'CV': '0.07695', 'CV_turn': '0.25123', 'ctr': '0.70479', 'len_tra': 10.19, 'R_tra': 7.181779058947764, 'ifeat_feat': 0.39057899901864573, 'NX_0_CV': '0.09919', 'NX_0_CV_turn': '0.30415', 'NX_0_ctr': '0.74517', 'NX_0_len_tra': 10.85, 'NX_0_R_tra': 8.085084162866927, 'NX_0_ifeat_feat': 0.40829493087557606, 'NX_10_CV': '0.08717', 'NX_10_CV_turn': '0.29000', 'NX_10_ctr': '0.71835', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 7.1834961038123435, 'NX_10_ifeat_feat': 0.408}]
[I 230117 14:48:57 utils:138] Epoch: [6], Info: [{'num_test': 100, 'CV': '0.08236', 'CV_turn': '0.26422', 'ctr': '0.71383', 'len_tra': 10.37, 'R_tra': 7.402393827717649, 'ifeat_feat': 0.3828351012536162, 'NX_0_CV': '0.08536', 'NX_0_CV_turn': '0.28231', 'NX_0_ctr': '0.70887', 'NX_0_len_tra': 10.06, 'NX_0_R_tra': 7.131225477151752, 'NX_0_ifeat_feat': 0.3717693836978131, 'NX_10_CV': '0.08506', 'NX_10_CV_turn': '0.28300', 'NX_10_ctr': '0.68422', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 6.8421741118398005, 'NX_10_ifeat_feat': 0.365}]
[I 230117 14:49:39 utils:138] Epoch: [7], Info: [{'num_test': 100, 'CV': '0.08236', 'CV_turn': '0.27455', 'ctr': '0.71522', 'len_tra': 9.98, 'R_tra': 7.1378962027172035, 'ifeat_feat': 0.40781563126252507, 'NX_0_CV': '0.09047', 'NX_0_CV_turn': '0.27870', 'NX_0_ctr': '0.72034', 'NX_0_len_tra': 10.8, 'NX_0_R_tra': 7.779685243281551, 'NX_0_ifeat_feat': 0.39166666666666666, 'NX_10_CV': '0.08626', 'NX_10_CV_turn': '0.28700', 'NX_10_ctr': '0.71821', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 7.182148387441811, 'NX_10_ifeat_feat': 0.421}]
[I 230117 14:50:23 utils:138] Epoch: [8], Info: [{'num_test': 100, 'CV': '0.07244', 'CV_turn': '0.26808', 'ctr': '0.68353', 'len_tra': 8.99, 'R_tra': 6.144915269598492, 'ifeat_feat': 0.3503893214682981, 'NX_0_CV': '0.08867', 'NX_0_CV_turn': '0.26222', 'NX_0_ctr': '0.68713', 'NX_0_len_tra': 11.25, 'NX_0_R_tra': 7.73022681235226, 'NX_0_ifeat_feat': 0.38133333333333336, 'NX_10_CV': '0.08386', 'NX_10_CV_turn': '0.27900', 'NX_10_ctr': '0.67823', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 6.7822658731481145, 'NX_10_ifeat_feat': 0.392}]
[I 230117 14:51:07 utils:138] Epoch: [9], Info: [{'num_test': 100, 'CV': '0.07995', 'CV_turn': '0.26842', 'ctr': '0.73622', 'len_tra': 9.91, 'R_tra': 7.295978843450033, 'ifeat_feat': 0.38143289606458125, 'NX_0_CV': '0.08777', 'NX_0_CV_turn': '0.26594', 'NX_0_ctr': '0.67761', 'NX_0_len_tra': 10.98, 'NX_0_R_tra': 7.44016546546584, 'NX_0_ifeat_feat': 0.3652094717668488, 'NX_10_CV': '0.08626', 'NX_10_CV_turn': '0.28700', 'NX_10_ctr': '0.72550', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 7.25496866228355, 'NX_10_ifeat_feat': 0.361}]
[I 230117 14:51:51 utils:138] Epoch: [10], Info: [{'num_test': 100, 'CV': '0.08536', 'CV_turn': '0.27843', 'ctr': '0.72237', 'len_tra': 10.2, 'R_tra': 7.368203530457171, 'ifeat_feat': 0.3588235294117647, 'NX_0_CV': '0.08837', 'NX_0_CV_turn': '0.28461', 'NX_0_ctr': '0.70022', 'NX_0_len_tra': 10.33, 'NX_0_R_tra': 7.23325886125637, 'NX_0_ifeat_feat': 0.38528557599225555, 'NX_10_CV': '0.08777', 'NX_10_CV_turn': '0.29200', 'NX_10_ctr': '0.68449', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 6.844935476452964, 'NX_10_ifeat_feat': 0.375}]
[I 230117 14:52:35 utils:138] Epoch: [11], Info: [{'num_test': 100, 'CV': '0.07484', 'CV_turn': '0.28588', 'ctr': '0.70384', 'len_tra': 8.71, 'R_tra': 6.130431035908497, 'ifeat_feat': 0.3811710677382319, 'NX_0_CV': '0.10310', 'NX_0_CV_turn': '0.29671', 'NX_0_ctr': '0.66393', 'NX_0_len_tra': 11.56, 'NX_0_R_tra': 7.675064396106433, 'NX_0_ifeat_feat': 0.3814878892733564, 'NX_10_CV': '0.08416', 'NX_10_CV_turn': '0.28000', 'NX_10_ctr': '0.70557', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 7.05574746227096, 'NX_10_ifeat_feat': 0.365}]
