[I 230117 19:27:59 policy_utils:47] {
      "env": "KuaiEnv-v0",
      "user_model_name": "DeepFM",
      "model_name": "A2C_with_emb",
      "seed": 0,
      "cuda": 6,
      "is_userinfo": false,
      "cpu": false,
      "is_save": false,
      "use_userEmbedding": false,
      "exploration_noise": false,
      "eps": 0.1,
      "freeze_emb": false,
      "reward_handle": "cat",
      "which_tracker": "avg",
      "embedding_dim": 32,
      "window_size": 3,
      "filter_sizes": [
        2,
        3,
        4
      ],
      "num_filters": 16,
      "dropout_rate": 0.1,
      "num_heads": 1,
      "version": "v1",
      "tau": 0,
      "gamma_exposure": 10,
      "lambda_variance": 0.05,
      "lambda_entropy": 0.0,
      "use_exposure_intervention": false,
      "buffer_size": 100000,
      "lr": 0.001,
      "epoch": 200,
      "batch_size": 1024,
      "hidden_sizes": [
        64,
        64
      ],
      "episode_per_collect": 100,
      "training_num": 100,
      "test_num": 100,
      "render": 0,
      "reward_threshold": null,
      "gamma": 0.9,
      "step_per_epoch": 100000,
      "repeat_per_collect": 1,
      "logdir": "log",
      "vf_coef": 0.5,
      "ent_coef": 0.0,
      "max_grad_norm": null,
      "gae_lambda": 1.0,
      "rew_norm": false,
      "read_message": "pointneg",
      "message": "MOPO-leave4",
      "is_binarize": false,
      "need_transform": true,
      "entropy_window": [
        1,
        2
      ],
      "yfeat": "watch_ratio_normed",
      "leave_threshold": 0.0,
      "num_leave_compute": 4,
      "max_turn": 30,
      "force_length": 10,
      "top_rate": 0.8,
      "hostname": "LDS-12"
    }
[I 230117 19:31:43 utils:138] Epoch: [1], Info: [{'num_test': 100, 'CV': '0.14638', 'CV_turn': '0.89852', 'ctr': '0.83123', 'len_tra': 5.42, 'R_tra': 4.505267318192905, 'ifeat_feat': 0.7527675276752768, 'NX_0_CV': '0.13856', 'NX_0_CV_turn': '0.92016', 'NX_0_ctr': '0.88910', 'NX_0_len_tra': 5.01, 'NX_0_R_tra': 4.454395475550202, 'NX_0_ifeat_feat': 0.7664670658682635, 'NX_10_CV': '0.25579', 'NX_10_CV_turn': '0.85100', 'NX_10_ctr': '0.82776', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 8.277550392301045, 'NX_10_ifeat_feat': 0.753}]
[I 230117 19:33:55 utils:138] Epoch: [2], Info: [{'num_test': 100, 'CV': '0.14247', 'CV_turn': '0.53378', 'ctr': '0.74480', 'len_tra': 8.88, 'R_tra': 6.613784283951807, 'ifeat_feat': 0.42905405405405406, 'NX_0_CV': '0.15990', 'NX_0_CV_turn': '0.52055', 'NX_0_ctr': '0.79104', 'NX_0_len_tra': 10.22, 'NX_0_R_tra': 8.084442619510641, 'NX_0_ifeat_feat': 0.43052837573385516, 'NX_10_CV': '0.16411', 'NX_10_CV_turn': '0.54600', 'NX_10_ctr': '0.78859', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 7.885888602323596, 'NX_10_ifeat_feat': 0.427}]
[I 230117 19:36:07 utils:138] Epoch: [3], Info: [{'num_test': 100, 'CV': '0.12594', 'CV_turn': '0.45643', 'ctr': '0.75021', 'len_tra': 9.18, 'R_tra': 6.886907005710246, 'ifeat_feat': 0.4084967320261438, 'NX_0_CV': '0.14758', 'NX_0_CV_turn': '0.48856', 'NX_0_ctr': '0.76797', 'NX_0_len_tra': 10.05, 'NX_0_R_tra': 7.718083348577344, 'NX_0_ifeat_feat': 0.4099502487562189, 'NX_10_CV': '0.14578', 'NX_10_CV_turn': '0.48500', 'NX_10_ctr': '0.73016', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 7.301550408241128, 'NX_10_ifeat_feat': 0.431}]
[I 230117 19:38:11 utils:138] Epoch: [4], Info: [{'num_test': 100, 'CV': '0.11332', 'CV_turn': '0.41068', 'ctr': '0.74099', 'len_tra': 9.18, 'R_tra': 6.802246532737695, 'ifeat_feat': 0.39215686274509803, 'NX_0_CV': '0.13105', 'NX_0_CV_turn': '0.42829', 'NX_0_ctr': '0.77179', 'NX_0_len_tra': 10.18, 'NX_0_R_tra': 7.856799570056771, 'NX_0_ifeat_feat': 0.4056974459724951, 'NX_10_CV': '0.12414', 'NX_10_CV_turn': '0.41300', 'NX_10_ctr': '0.77695', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 7.76945541313297, 'NX_10_ifeat_feat': 0.436}]
[I 230117 19:40:17 utils:138] Epoch: [5], Info: [{'num_test': 100, 'CV': '0.11752', 'CV_turn': '0.41376', 'ctr': '0.74415', 'len_tra': 9.45, 'R_tra': 7.032258605845615, 'ifeat_feat': 0.42857142857142855, 'NX_0_CV': '0.12864', 'NX_0_CV_turn': '0.37876', 'NX_0_ctr': '0.75761', 'NX_0_len_tra': 11.3, 'NX_0_R_tra': 8.561033430899728, 'NX_0_ifeat_feat': 0.4389380530973451, 'NX_10_CV': '0.12624', 'NX_10_CV_turn': '0.42000', 'NX_10_ctr': '0.80418', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 8.041786437521772, 'NX_10_ifeat_feat': 0.468}]
[I 230117 19:42:15 utils:138] Epoch: [6], Info: [{'num_test': 100, 'CV': '0.10069', 'CV_turn': '0.36177', 'ctr': '0.68706', 'len_tra': 9.26, 'R_tra': 6.362154024577429, 'ifeat_feat': 0.3855291576673866, 'NX_0_CV': '0.11301', 'NX_0_CV_turn': '0.38723', 'NX_0_ctr': '0.77201', 'NX_0_len_tra': 9.71, 'NX_0_R_tra': 7.4961801875146215, 'NX_0_ifeat_feat': 0.44181256436663235, 'NX_10_CV': '0.10941', 'NX_10_CV_turn': '0.36400', 'NX_10_ctr': '0.74326', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 7.432569362435076, 'NX_10_ifeat_feat': 0.4}]
[I 230117 19:43:44 utils:138] Epoch: [7], Info: [{'num_test': 100, 'CV': '0.10069', 'CV_turn': '0.36334', 'ctr': '0.76743', 'len_tra': 9.22, 'R_tra': 7.0756902749572195, 'ifeat_feat': 0.4121475054229935, 'NX_0_CV': '0.11392', 'NX_0_CV_turn': '0.35487', 'NX_0_ctr': '0.73950', 'NX_0_len_tra': 10.68, 'NX_0_R_tra': 7.897860401968652, 'NX_0_ifeat_feat': 0.41853932584269665, 'NX_10_CV': '0.10971', 'NX_10_CV_turn': '0.36500', 'NX_10_ctr': '0.72953', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 7.295283080495389, 'NX_10_ifeat_feat': 0.406}]
[I 230117 19:45:18 utils:138] Epoch: [8], Info: [{'num_test': 100, 'CV': '0.10039', 'CV_turn': '0.31480', 'ctr': '0.71283', 'len_tra': 10.61, 'R_tra': 7.56317451110561, 'ifeat_feat': 0.3911404335532517, 'NX_0_CV': '0.11091', 'NX_0_CV_turn': '0.31351', 'NX_0_ctr': '0.76920', 'NX_0_len_tra': 11.77, 'NX_0_R_tra': 9.053525936136559, 'NX_0_ifeat_feat': 0.4035683942225998, 'NX_10_CV': '0.09708', 'NX_10_CV_turn': '0.32300', 'NX_10_ctr': '0.75538', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 7.553805341472846, 'NX_10_ifeat_feat': 0.415}]
[I 230117 19:46:51 utils:138] Epoch: [9], Info: [{'num_test': 100, 'CV': '0.10219', 'CV_turn': '0.32075', 'ctr': '0.76541', 'len_tra': 10.6, 'R_tra': 8.113371370338411, 'ifeat_feat': 0.4037735849056604, 'NX_0_CV': '0.11091', 'NX_0_CV_turn': '0.32976', 'NX_0_ctr': '0.78838', 'NX_0_len_tra': 11.19, 'NX_0_R_tra': 8.821966843804413, 'NX_0_ifeat_feat': 0.3914209115281501, 'NX_10_CV': '0.10340', 'NX_10_CV_turn': '0.34400', 'NX_10_ctr': '0.71840', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 7.184010349332376, 'NX_10_ifeat_feat': 0.409}]
[I 230117 19:48:22 utils:138] Epoch: [10], Info: [{'num_test': 100, 'CV': '0.10129', 'CV_turn': '0.30415', 'ctr': '0.77841', 'len_tra': 11.08, 'R_tra': 8.624769498082223, 'ifeat_feat': 0.3799638989169675, 'NX_0_CV': '0.10610', 'NX_0_CV_turn': '0.29030', 'NX_0_ctr': '0.76233', 'NX_0_len_tra': 12.16, 'NX_0_R_tra': 9.269928340963459, 'NX_0_ifeat_feat': 0.38980263157894735, 'NX_10_CV': '0.09228', 'NX_10_CV_turn': '0.30700', 'NX_10_ctr': '0.72680', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 7.26800879199207, 'NX_10_ifeat_feat': 0.377}]
[I 230117 19:49:56 utils:138] Epoch: [11], Info: [{'num_test': 100, 'CV': '0.10219', 'CV_turn': '0.29210', 'ctr': '0.74386', 'len_tra': 11.64, 'R_tra': 8.658515531159424, 'ifeat_feat': 0.3711340206185567, 'NX_0_CV': '0.11001', 'NX_0_CV_turn': '0.31470', 'NX_0_ctr': '0.71492', 'NX_0_len_tra': 11.63, 'NX_0_R_tra': 8.31449197963582, 'NX_0_ifeat_feat': 0.3903697334479794, 'NX_10_CV': '0.09288', 'NX_10_CV_turn': '0.30900', 'NX_10_ctr': '0.71122', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 7.112220846894852, 'NX_10_ifeat_feat': 0.385}]
