[I 230117 14:44:00 policy_utils:47] {
      "env": "KuaiEnv-v0",
      "user_model_name": "DeepFM",
      "model_name": "A2C_with_emb",
      "seed": 0,
      "cuda": 1,
      "is_userinfo": false,
      "cpu": false,
      "is_save": false,
      "use_userEmbedding": false,
      "exploration_noise": false,
      "eps": 0.1,
      "freeze_emb": false,
      "reward_handle": "cat",
      "which_tracker": "avg",
      "embedding_dim": 32,
      "window_size": 3,
      "filter_sizes": [
        2,
        3,
        4
      ],
      "num_filters": 16,
      "dropout_rate": 0.1,
      "num_heads": 1,
      "version": "v1",
      "tau": 0,
      "gamma_exposure": 10,
      "lambda_variance": 0.0,
      "lambda_entropy": 0.0,
      "use_exposure_intervention": false,
      "buffer_size": 100000,
      "lr": 0.001,
      "epoch": 200,
      "batch_size": 1024,
      "hidden_sizes": [
        64,
        64
      ],
      "episode_per_collect": 100,
      "training_num": 100,
      "test_num": 100,
      "render": 0,
      "reward_threshold": null,
      "gamma": 0.9,
      "step_per_epoch": 100000,
      "repeat_per_collect": 1,
      "logdir": "log",
      "vf_coef": 0.5,
      "ent_coef": 0.0,
      "max_grad_norm": null,
      "gae_lambda": 1.0,
      "rew_norm": false,
      "read_message": "pointneg",
      "message": "MBPO-leave5",
      "is_binarize": false,
      "need_transform": true,
      "entropy_window": [
        1,
        2
      ],
      "yfeat": "watch_ratio_normed",
      "leave_threshold": 0.0,
      "num_leave_compute": 5,
      "max_turn": 30,
      "force_length": 10,
      "top_rate": 0.8,
      "hostname": "LDS-8"
    }
[I 230117 14:45:23 utils:138] Epoch: [1], Info: [{'num_test': 100, 'CV': '0.14067', 'CV_turn': '0.89655', 'ctr': '0.81615', 'len_tra': 5.22, 'R_tra': 4.260296339142305, 'ifeat_feat': 0.7662835249042146, 'NX_0_CV': '0.14548', 'NX_0_CV_turn': '0.88645', 'NX_0_ctr': '0.90149', 'NX_0_len_tra': 5.46, 'NX_0_R_tra': 4.9221470791013955, 'NX_0_ifeat_feat': 0.7271062271062271, 'NX_10_CV': '0.25458', 'NX_10_CV_turn': '0.84700', 'NX_10_ctr': '0.81566', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 8.156627666891895, 'NX_10_ifeat_feat': 0.763}]
[I 230117 14:45:58 utils:138] Epoch: [2], Info: [{'num_test': 100, 'CV': '0.12263', 'CV_turn': '0.47775', 'ctr': '0.78132', 'len_tra': 8.54, 'R_tra': 6.672501957107917, 'ifeat_feat': 0.3711943793911007, 'NX_0_CV': '0.14157', 'NX_0_CV_turn': '0.51758', 'NX_0_ctr': '0.81708', 'NX_0_len_tra': 9.1, 'NX_0_R_tra': 7.435449333736773, 'NX_0_ifeat_feat': 0.4230769230769231, 'NX_10_CV': '0.15149', 'NX_10_CV_turn': '0.50400', 'NX_10_ctr': '0.78440', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 7.844012898890162, 'NX_10_ifeat_feat': 0.426}]
[I 230117 14:46:33 utils:138] Epoch: [3], Info: [{'num_test': 100, 'CV': '0.09678', 'CV_turn': '0.36549', 'ctr': '0.77420', 'len_tra': 8.81, 'R_tra': 6.820711684660405, 'ifeat_feat': 0.3847900113507378, 'NX_0_CV': '0.10700', 'NX_0_CV_turn': '0.35887', 'NX_0_ctr': '0.77989', 'NX_0_len_tra': 9.92, 'NX_0_R_tra': 7.736517405737553, 'NX_0_ifeat_feat': 0.3790322580645161, 'NX_10_CV': '0.11542', 'NX_10_CV_turn': '0.38400', 'NX_10_ctr': '0.75266', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 7.526575858491375, 'NX_10_ifeat_feat': 0.411}]
[I 230117 14:47:09 utils:138] Epoch: [4], Info: [{'num_test': 100, 'CV': '0.09739', 'CV_turn': '0.35801', 'ctr': '0.77002', 'len_tra': 9.05, 'R_tra': 6.968650678915273, 'ifeat_feat': 0.4044198895027624, 'NX_0_CV': '0.10460', 'NX_0_CV_turn': '0.34218', 'NX_0_ctr': '0.79584', 'NX_0_len_tra': 10.17, 'NX_0_R_tra': 8.093684678482209, 'NX_0_ifeat_feat': 0.41494591937069814, 'NX_10_CV': '0.09528', 'NX_10_CV_turn': '0.31700', 'NX_10_ctr': '0.80008', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 8.00076245946326, 'NX_10_ifeat_feat': 0.407}]
[I 230117 14:47:48 utils:138] Epoch: [5], Info: [{'num_test': 100, 'CV': '0.08566', 'CV_turn': '0.33178', 'ctr': '0.79858', 'len_tra': 8.59, 'R_tra': 6.859766000350743, 'ifeat_feat': 0.37718277066356226, 'NX_0_CV': '0.09889', 'NX_0_CV_turn': '0.30748', 'NX_0_ctr': '0.79557', 'NX_0_len_tra': 10.7, 'NX_0_R_tra': 8.512588757103737, 'NX_0_ifeat_feat': 0.4158878504672897, 'NX_10_CV': '0.09288', 'NX_10_CV_turn': '0.30900', 'NX_10_ctr': '0.79432', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 7.94318892184535, 'NX_10_ifeat_feat': 0.394}]
[I 230117 14:48:27 utils:138] Epoch: [6], Info: [{'num_test': 100, 'CV': '0.06973', 'CV_turn': '0.26697', 'ctr': '0.80381', 'len_tra': 8.69, 'R_tra': 6.985105027062363, 'ifeat_feat': 0.39010356731875717, 'NX_0_CV': '0.08687', 'NX_0_CV_turn': '0.25530', 'NX_0_ctr': '0.85642', 'NX_0_len_tra': 11.32, 'NX_0_R_tra': 9.694671137895403, 'NX_0_ifeat_feat': 0.38604240282685515, 'NX_10_CV': '0.07995', 'NX_10_CV_turn': '0.26600', 'NX_10_ctr': '0.78618', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 7.861812664783354, 'NX_10_ifeat_feat': 0.391}]
[I 230117 14:49:14 utils:138] Epoch: [7], Info: [{'num_test': 100, 'CV': '0.07154', 'CV_turn': '0.24638', 'ctr': '0.78698', 'len_tra': 9.66, 'R_tra': 7.602266631803961, 'ifeat_feat': 0.37577639751552794, 'NX_0_CV': '0.08747', 'NX_0_CV_turn': '0.24766', 'NX_0_ctr': '0.74993', 'NX_0_len_tra': 11.75, 'NX_0_R_tra': 8.811664220273816, 'NX_0_ifeat_feat': 0.4085106382978723, 'NX_10_CV': '0.07484', 'NX_10_CV_turn': '0.24900', 'NX_10_ctr': '0.78081', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 7.808095957434306, 'NX_10_ifeat_feat': 0.398}]
[I 230117 14:49:55 utils:138] Epoch: [8], Info: [{'num_test': 100, 'CV': '0.07154', 'CV_turn': '0.24435', 'ctr': '0.66935', 'len_tra': 9.74, 'R_tra': 6.519489921751151, 'ifeat_feat': 0.37679671457905545, 'NX_0_CV': '0.09197', 'NX_0_CV_turn': '0.26678', 'NX_0_ctr': '0.73893', 'NX_0_len_tra': 11.47, 'NX_0_R_tra': 8.475493405592113, 'NX_0_ifeat_feat': 0.38448125544899736, 'NX_10_CV': '0.08085', 'NX_10_CV_turn': '0.26900', 'NX_10_ctr': '0.77272', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 7.727176686648964, 'NX_10_ifeat_feat': 0.39}]
[I 230117 14:50:36 utils:138] Epoch: [9], Info: [{'num_test': 100, 'CV': '0.06282', 'CV_turn': '0.22140', 'ctr': '0.75554', 'len_tra': 9.44, 'R_tra': 7.1323387573513575, 'ifeat_feat': 0.4163135593220339, 'NX_0_CV': '0.08085', 'NX_0_CV_turn': '0.22104', 'NX_0_ctr': '0.73172', 'NX_0_len_tra': 12.17, 'NX_0_R_tra': 8.905082213641348, 'NX_0_ifeat_feat': 0.4141331142152835, 'NX_10_CV': '0.06552', 'NX_10_CV_turn': '0.21800', 'NX_10_ctr': '0.77683', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 7.7683054754837135, 'NX_10_ifeat_feat': 0.392}]
[I 230117 14:51:18 utils:138] Epoch: [10], Info: [{'num_test': 100, 'CV': '0.06522', 'CV_turn': '0.22675', 'ctr': '0.73666', 'len_tra': 9.57, 'R_tra': 7.049794672820363, 'ifeat_feat': 0.34796238244514105, 'NX_0_CV': '0.08596', 'NX_0_CV_turn': '0.20226', 'NX_0_ctr': '0.79623', 'NX_0_len_tra': 14.14, 'NX_0_R_tra': 11.258659069149308, 'NX_0_ifeat_feat': 0.39957567185289955, 'NX_10_CV': '0.07244', 'NX_10_CV_turn': '0.24100', 'NX_10_ctr': '0.75569', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 7.556881014404641, 'NX_10_ifeat_feat': 0.354}]
[I 230117 14:51:59 utils:138] Epoch: [11], Info: [{'num_test': 100, 'CV': '0.07695', 'CV_turn': '0.25049', 'ctr': '0.77041', 'len_tra': 10.22, 'R_tra': 7.873551340102174, 'ifeat_feat': 0.3953033268101761, 'NX_0_CV': '0.08596', 'NX_0_CV_turn': '0.25066', 'NX_0_ctr': '0.79481', 'NX_0_len_tra': 11.41, 'NX_0_R_tra': 9.06883511616883, 'NX_0_ifeat_feat': 0.38825591586327785, 'NX_10_CV': '0.07875', 'NX_10_CV_turn': '0.26200', 'NX_10_ctr': '0.74778', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 7.477790143222393, 'NX_10_ifeat_feat': 0.398}]
