[I 230117 19:55:05 policy_utils:47] {
      "env": "KuaiEnv-v0",
      "user_model_name": "DeepFM",
      "model_name": "A2C_with_emb",
      "seed": 0,
      "cuda": 0,
      "is_userinfo": false,
      "cpu": false,
      "is_save": false,
      "use_userEmbedding": false,
      "exploration_noise": false,
      "eps": 0.1,
      "freeze_emb": false,
      "reward_handle": "cat",
      "which_tracker": "avg",
      "embedding_dim": 32,
      "window_size": 3,
      "filter_sizes": [
        2,
        3,
        4
      ],
      "num_filters": 16,
      "dropout_rate": 0.1,
      "num_heads": 1,
      "version": "v1",
      "tau": 0,
      "gamma_exposure": 10,
      "lambda_variance": 0.05,
      "lambda_entropy": 5.0,
      "use_exposure_intervention": false,
      "buffer_size": 100000,
      "lr": 0.001,
      "epoch": 200,
      "batch_size": 1024,
      "hidden_sizes": [
        64,
        64
      ],
      "episode_per_collect": 100,
      "training_num": 100,
      "test_num": 100,
      "render": 0,
      "reward_threshold": null,
      "gamma": 0.9,
      "step_per_epoch": 100000,
      "repeat_per_collect": 1,
      "logdir": "log",
      "vf_coef": 0.5,
      "ent_coef": 0.0,
      "max_grad_norm": null,
      "gae_lambda": 1.0,
      "rew_norm": false,
      "read_message": "pointneg",
      "message": "Ours-leave7",
      "is_binarize": false,
      "need_transform": true,
      "entropy_window": [
        1,
        2
      ],
      "yfeat": "watch_ratio_normed",
      "leave_threshold": 0.0,
      "num_leave_compute": 7,
      "max_turn": 30,
      "force_length": 10,
      "top_rate": 0.8,
      "hostname": "LDS-10"
    }
[I 230117 19:56:03 utils:138] Epoch: [1], Info: [{'num_test': 100, 'CV': '0.03517', 'CV_turn': '0.14373', 'ctr': '0.73501', 'len_tra': 8.14, 'R_tra': 5.982998987439227, 'ifeat_feat': 0.41277641277641275, 'NX_0_CV': '0.04298', 'NX_0_CV_turn': '0.11664', 'NX_0_ctr': '0.74017', 'NX_0_len_tra': 12.26, 'NX_0_R_tra': 9.07444186721342, 'NX_0_ifeat_feat': 0.4274061990212072, 'NX_10_CV': '0.03667', 'NX_10_CV_turn': '0.12200', 'NX_10_ctr': '0.81093', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 8.109260767684233, 'NX_10_ifeat_feat': 0.409}]
[I 230117 19:56:26 utils:138] Epoch: [2], Info: [{'num_test': 100, 'CV': '0.02885', 'CV_turn': '0.11722', 'ctr': '0.68366', 'len_tra': 8.19, 'R_tra': 5.599196315776435, 'ifeat_feat': 0.37484737484737485, 'NX_0_CV': '0.04118', 'NX_0_CV_turn': '0.11417', 'NX_0_ctr': '0.76235', 'NX_0_len_tra': 12.0, 'NX_0_R_tra': 9.14823319108712, 'NX_0_ifeat_feat': 0.4166666666666667, 'NX_10_CV': '0.03637', 'NX_10_CV_turn': '0.12100', 'NX_10_ctr': '0.73072', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 7.307230387546676, 'NX_10_ifeat_feat': 0.402}]
[I 230117 19:56:48 utils:138] Epoch: [3], Info: [{'num_test': 100, 'CV': '0.02314', 'CV_turn': '0.08518', 'ctr': '0.70420', 'len_tra': 9.04, 'R_tra': 6.365957949265539, 'ifeat_feat': 0.3561946902654867, 'NX_0_CV': '0.03487', 'NX_0_CV_turn': '0.08123', 'NX_0_ctr': '0.72574', 'NX_0_len_tra': 14.28, 'NX_0_R_tra': 10.363501449569057, 'NX_0_ifeat_feat': 0.4180672268907563, 'NX_10_CV': '0.03066', 'NX_10_CV_turn': '0.10200', 'NX_10_ctr': '0.76694', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 7.6693906754881915, 'NX_10_ifeat_feat': 0.373}]
[I 230117 19:57:12 utils:138] Epoch: [4], Info: [{'num_test': 100, 'CV': '0.02254', 'CV_turn': '0.09036', 'ctr': '0.68095', 'len_tra': 8.3, 'R_tra': 5.651895343833669, 'ifeat_feat': 0.3253012048192771, 'NX_0_CV': '0.03126', 'NX_0_CV_turn': '0.07089', 'NX_0_ctr': '0.73906', 'NX_0_len_tra': 14.67, 'NX_0_R_tra': 10.841959480493829, 'NX_0_ifeat_feat': 0.4055896387184731, 'NX_10_CV': '0.02344', 'NX_10_CV_turn': '0.07800', 'NX_10_ctr': '0.68956', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 6.895579068852023, 'NX_10_ifeat_feat': 0.344}]
[I 230117 19:57:35 utils:138] Epoch: [5], Info: [{'num_test': 100, 'CV': '0.02134', 'CV_turn': '0.07569', 'ctr': '0.70789', 'len_tra': 9.38, 'R_tra': 6.63997867180463, 'ifeat_feat': 0.35927505330490406, 'NX_0_CV': '0.03306', 'NX_0_CV_turn': '0.07373', 'NX_0_ctr': '0.72956', 'NX_0_len_tra': 14.92, 'NX_0_R_tra': 10.884994180304295, 'NX_0_ifeat_feat': 0.38337801608579086, 'NX_10_CV': '0.02585', 'NX_10_CV_turn': '0.08600', 'NX_10_ctr': '0.75064', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 7.506426799201473, 'NX_10_ifeat_feat': 0.407}]
[I 230117 19:57:58 utils:138] Epoch: [6], Info: [{'num_test': 100, 'CV': '0.01924', 'CV_turn': '0.07191', 'ctr': '0.72343', 'len_tra': 8.9, 'R_tra': 6.438494206978824, 'ifeat_feat': 0.3539325842696629, 'NX_0_CV': '0.02976', 'NX_0_CV_turn': '0.06596', 'NX_0_ctr': '0.77680', 'NX_0_len_tra': 15.01, 'NX_0_R_tra': 11.659785768195052, 'NX_0_ifeat_feat': 0.3930712858094604, 'NX_10_CV': '0.02134', 'NX_10_CV_turn': '0.07100', 'NX_10_ctr': '0.79634', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 7.963443625675654, 'NX_10_ifeat_feat': 0.369}]
[I 230117 19:58:21 utils:138] Epoch: [7], Info: [{'num_test': 100, 'CV': '0.01833', 'CV_turn': '0.07003', 'ctr': '0.79990', 'len_tra': 8.71, 'R_tra': 6.967096604949924, 'ifeat_feat': 0.37083811710677383, 'NX_0_CV': '0.02795', 'NX_0_CV_turn': '0.06110', 'NX_0_ctr': '0.74382', 'NX_0_len_tra': 15.22, 'NX_0_R_tra': 11.320955062362591, 'NX_0_ifeat_feat': 0.4007884362680683, 'NX_10_CV': '0.02194', 'NX_10_CV_turn': '0.07300', 'NX_10_ctr': '0.75631', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 7.563110182559686, 'NX_10_ifeat_feat': 0.408}]
[I 230117 19:58:57 utils:138] Epoch: [8], Info: [{'num_test': 100, 'CV': '0.01864', 'CV_turn': '0.07201', 'ctr': '0.76137', 'len_tra': 8.61, 'R_tra': 6.5553554800462726, 'ifeat_feat': 0.34494773519163763, 'NX_0_CV': '0.02735', 'NX_0_CV_turn': '0.05353', 'NX_0_ctr': '0.76577', 'NX_0_len_tra': 17.0, 'NX_0_R_tra': 13.018113216150688, 'NX_0_ifeat_feat': 0.3847058823529412, 'NX_10_CV': '0.01864', 'NX_10_CV_turn': '0.06200', 'NX_10_ctr': '0.74594', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 7.459387500302562, 'NX_10_ifeat_feat': 0.341}]
[I 230117 19:59:34 utils:138] Epoch: [9], Info: [{'num_test': 100, 'CV': '0.02134', 'CV_turn': '0.08853', 'ctr': '0.73830', 'len_tra': 8.02, 'R_tra': 5.921204663252217, 'ifeat_feat': 0.3915211970074813, 'NX_0_CV': '0.03006', 'NX_0_CV_turn': '0.06859', 'NX_0_ctr': '0.76698', 'NX_0_len_tra': 14.58, 'NX_0_R_tra': 11.182576982963536, 'NX_0_ifeat_feat': 0.39643347050754457, 'NX_10_CV': '0.02164', 'NX_10_CV_turn': '0.07200', 'NX_10_ctr': '0.76374', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 7.637401034290786, 'NX_10_ifeat_feat': 0.346}]
[I 230117 20:00:11 utils:138] Epoch: [10], Info: [{'num_test': 100, 'CV': '0.01803', 'CV_turn': '0.07344', 'ctr': '0.85049', 'len_tra': 8.17, 'R_tra': 6.948485198752946, 'ifeat_feat': 0.41370869033047736, 'NX_0_CV': '0.02675', 'NX_0_CV_turn': '0.05477', 'NX_0_ctr': '0.81893', 'NX_0_len_tra': 16.25, 'NX_0_R_tra': 13.307613923241012, 'NX_0_ifeat_feat': 0.38953846153846156, 'NX_10_CV': '0.02194', 'NX_10_CV_turn': '0.07300', 'NX_10_ctr': '0.82380', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 8.237998327303595, 'NX_10_ifeat_feat': 0.394}]
[I 230117 20:00:46 utils:138] Epoch: [11], Info: [{'num_test': 100, 'CV': '0.01954', 'CV_turn': '0.07206', 'ctr': '0.73877', 'len_tra': 9.02, 'R_tra': 6.663743127615808, 'ifeat_feat': 0.35698447893569846, 'NX_0_CV': '0.02735', 'NX_0_CV_turn': '0.05848', 'NX_0_ctr': '0.75744', 'NX_0_len_tra': 15.56, 'NX_0_R_tra': 11.785790036448985, 'NX_0_ifeat_feat': 0.37017994858611825, 'NX_10_CV': '0.02014', 'NX_10_CV_turn': '0.06700', 'NX_10_ctr': '0.76843', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 7.684268038632677, 'NX_10_ifeat_feat': 0.347}]
