[I 230117 14:44:00 policy_utils:47] {
      "env": "KuaiEnv-v0",
      "user_model_name": "DeepFM-IPS",
      "model_name": "IPS",
      "seed": 0,
      "cuda": 0,
      "is_userinfo": false,
      "cpu": false,
      "is_save": false,
      "use_userEmbedding": false,
      "exploration_noise": false,
      "eps": 0.1,
      "freeze_emb": false,
      "reward_handle": "cat",
      "which_tracker": "avg",
      "embedding_dim": 32,
      "window_size": 3,
      "filter_sizes": [
        2,
        3,
        4
      ],
      "num_filters": 16,
      "dropout_rate": 0.1,
      "num_heads": 1,
      "version": "v1",
      "tau": 0,
      "gamma_exposure": 10,
      "lambda_variance": 0,
      "lambda_entropy": 0,
      "use_exposure_intervention": false,
      "buffer_size": 100000,
      "lr": 0.001,
      "epoch": 200,
      "batch_size": 1024,
      "hidden_sizes": [
        64,
        64
      ],
      "episode_per_collect": 100,
      "training_num": 100,
      "test_num": 100,
      "render": 0,
      "reward_threshold": null,
      "gamma": 0.9,
      "step_per_epoch": 100000,
      "repeat_per_collect": 1,
      "logdir": "log",
      "vf_coef": 0.5,
      "ent_coef": 0.0,
      "max_grad_norm": null,
      "gae_lambda": 1.0,
      "rew_norm": false,
      "read_message": "DeepFM-IPS",
      "message": "IPS-leave5",
      "is_binarize": false,
      "need_transform": true,
      "entropy_window": [],
      "yfeat": "watch_ratio_normed",
      "leave_threshold": 0.0,
      "num_leave_compute": 5,
      "max_turn": 30,
      "force_length": 10,
      "top_rate": 0.8,
      "hostname": "LDS-8"
    }
[I 230117 14:45:09 utils:138] Epoch: [1], Info: [{'num_test': 100, 'CV': '0.13405', 'CV_turn': '0.93111', 'ctr': '0.89564', 'len_tra': 4.79, 'R_tra': 4.29013650378505, 'ifeat_feat': 0.824634655532359, 'NX_0_CV': '0.12744', 'NX_0_CV_turn': '0.93392', 'NX_0_ctr': '0.86252', 'NX_0_len_tra': 4.54, 'NX_0_R_tra': 3.9158396950927896, 'NX_0_ifeat_feat': 0.8502202643171806, 'NX_10_CV': '0.26120', 'NX_10_CV_turn': '0.86900', 'NX_10_ctr': '0.86339', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 8.633906832513665, 'NX_10_ifeat_feat': 0.812}]
[I 230117 14:45:32 utils:138] Epoch: [2], Info: [{'num_test': 100, 'CV': '0.11452', 'CV_turn': '0.46634', 'ctr': '0.75705', 'len_tra': 8.17, 'R_tra': 6.185075079430367, 'ifeat_feat': 0.37454100367197063, 'NX_0_CV': '0.14007', 'NX_0_CV_turn': '0.50985', 'NX_0_ctr': '0.78418', 'NX_0_len_tra': 9.14, 'NX_0_R_tra': 7.167446823913893, 'NX_0_ifeat_feat': 0.41575492341356673, 'NX_10_CV': '0.14488', 'NX_10_CV_turn': '0.48200', 'NX_10_ctr': '0.75201', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 7.520119341109656, 'NX_10_ifeat_feat': 0.408}]
[I 230117 14:45:52 utils:138] Epoch: [3], Info: [{'num_test': 100, 'CV': '0.09949', 'CV_turn': '0.37191', 'ctr': '0.73220', 'len_tra': 8.9, 'R_tra': 6.516573423334982, 'ifeat_feat': 0.3561797752808989, 'NX_0_CV': '0.11933', 'NX_0_CV_turn': '0.37488', 'NX_0_ctr': '0.71637', 'NX_0_len_tra': 10.59, 'NX_0_R_tra': 7.5864019268873, 'NX_0_ifeat_feat': 0.3626062322946176, 'NX_10_CV': '0.10881', 'NX_10_CV_turn': '0.36200', 'NX_10_ctr': '0.75323', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 7.532327020330215, 'NX_10_ifeat_feat': 0.349}]
[I 230117 14:46:11 utils:138] Epoch: [4], Info: [{'num_test': 100, 'CV': '0.09167', 'CV_turn': '0.31804', 'ctr': '0.72196', 'len_tra': 9.59, 'R_tra': 6.9235960057866635, 'ifeat_feat': 0.3962460896767466, 'NX_0_CV': '0.10490', 'NX_0_CV_turn': '0.29402', 'NX_0_ctr': '0.75223', 'NX_0_len_tra': 11.87, 'NX_0_R_tra': 8.929007979412294, 'NX_0_ifeat_feat': 0.4001684919966302, 'NX_10_CV': '0.09438', 'NX_10_CV_turn': '0.31400', 'NX_10_ctr': '0.74507', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 7.450738196201416, 'NX_10_ifeat_feat': 0.394}]
[I 230117 14:46:31 utils:138] Epoch: [5], Info: [{'num_test': 100, 'CV': '0.07364', 'CV_turn': '0.23926', 'ctr': '0.72319', 'len_tra': 10.24, 'R_tra': 7.405505587208971, 'ifeat_feat': 0.373046875, 'NX_0_CV': '0.09228', 'NX_0_CV_turn': '0.25061', 'NX_0_ctr': '0.77486', 'NX_0_len_tra': 12.25, 'NX_0_R_tra': 9.491988074259071, 'NX_0_ifeat_feat': 0.37551020408163266, 'NX_10_CV': '0.07815', 'NX_10_CV_turn': '0.26000', 'NX_10_ctr': '0.73488', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 7.348794313756409, 'NX_10_ifeat_feat': 0.355}]
[I 230117 14:46:51 utils:138] Epoch: [6], Info: [{'num_test': 100, 'CV': '0.06703', 'CV_turn': '0.24345', 'ctr': '0.72720', 'len_tra': 9.16, 'R_tra': 6.661121551093661, 'ifeat_feat': 0.35262008733624456, 'NX_0_CV': '0.09107', 'NX_0_CV_turn': '0.21689', 'NX_0_ctr': '0.74905', 'NX_0_len_tra': 13.97, 'NX_0_R_tra': 10.464253510950034, 'NX_0_ifeat_feat': 0.3700787401574803, 'NX_10_CV': '0.06733', 'NX_10_CV_turn': '0.22400', 'NX_10_ctr': '0.75267', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 7.526657102148241, 'NX_10_ifeat_feat': 0.369}]
[I 230117 14:47:11 utils:138] Epoch: [7], Info: [{'num_test': 100, 'CV': '0.05891', 'CV_turn': '0.19878', 'ctr': '0.72991', 'len_tra': 9.86, 'R_tra': 7.196929176632936, 'ifeat_feat': 0.34989858012170383, 'NX_0_CV': '0.07604', 'NX_0_CV_turn': '0.18084', 'NX_0_ctr': '0.71623', 'NX_0_len_tra': 13.99, 'NX_0_R_tra': 10.020070356251349, 'NX_0_ifeat_feat': 0.37240886347390995, 'NX_10_CV': '0.05350', 'NX_10_CV_turn': '0.17800', 'NX_10_ctr': '0.74776', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 7.477578807976271, 'NX_10_ifeat_feat': 0.339}]
[I 230117 14:47:32 utils:138] Epoch: [8], Info: [{'num_test': 100, 'CV': '0.05531', 'CV_turn': '0.19227', 'ctr': '0.70843', 'len_tra': 9.57, 'R_tra': 6.77964322002822, 'ifeat_feat': 0.35318704284221525, 'NX_0_CV': '0.07274', 'NX_0_CV_turn': '0.18278', 'NX_0_ctr': '0.74487', 'NX_0_len_tra': 13.24, 'NX_0_R_tra': 9.862105645138502, 'NX_0_ifeat_feat': 0.3693353474320242, 'NX_10_CV': '0.06492', 'NX_10_CV_turn': '0.21600', 'NX_10_ctr': '0.69516', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 6.951562126663718, 'NX_10_ifeat_feat': 0.35}]
[I 230117 14:47:52 utils:138] Epoch: [9], Info: [{'num_test': 100, 'CV': '0.05891', 'CV_turn': '0.19798', 'ctr': '0.70949', 'len_tra': 9.9, 'R_tra': 7.023979074395953, 'ifeat_feat': 0.33131313131313134, 'NX_0_CV': '0.08386', 'NX_0_CV_turn': '0.19110', 'NX_0_ctr': '0.75378', 'NX_0_len_tra': 14.6, 'NX_0_R_tra': 11.00513541649996, 'NX_0_ifeat_feat': 0.37602739726027395, 'NX_10_CV': '0.06312', 'NX_10_CV_turn': '0.21000', 'NX_10_ctr': '0.69592', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 6.95915268439001, 'NX_10_ifeat_feat': 0.352}]
[I 230117 14:48:13 utils:138] Epoch: [10], Info: [{'num_test': 100, 'CV': '0.06492', 'CV_turn': '0.21862', 'ctr': '0.71703', 'len_tra': 9.88, 'R_tra': 7.0843049660966, 'ifeat_feat': 0.31781376518218624, 'NX_0_CV': '0.08626', 'NX_0_CV_turn': '0.20964', 'NX_0_ctr': '0.76239', 'NX_0_len_tra': 13.69, 'NX_0_R_tra': 10.437155731082434, 'NX_0_ifeat_feat': 0.3542731921110299, 'NX_10_CV': '0.06823', 'NX_10_CV_turn': '0.22700', 'NX_10_ctr': '0.69030', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 6.903018836523936, 'NX_10_ifeat_feat': 0.335}]
[I 230117 14:48:35 utils:138] Epoch: [11], Info: [{'num_test': 100, 'CV': '0.05801', 'CV_turn': '0.16885', 'ctr': '0.71262', 'len_tra': 11.43, 'R_tra': 8.145256296417838, 'ifeat_feat': 0.3193350831146107, 'NX_0_CV': '0.08296', 'NX_0_CV_turn': '0.17636', 'NX_0_ctr': '0.70236', 'NX_0_len_tra': 15.65, 'NX_0_R_tra': 10.991945531562289, 'NX_0_ifeat_feat': 0.3424920127795527, 'NX_10_CV': '0.05531', 'NX_10_CV_turn': '0.18400', 'NX_10_ctr': '0.67745', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 6.774496354607839, 'NX_10_ifeat_feat': 0.34}]
