[I 230117 19:24:37 policy_utils:47] {
      "env": "KuaiRand-v0",
      "user_model_name": "DeepFM",
      "model_name": "SQN",
      "seed": 0,
      "cuda": 7,
      "is_userinfo": false,
      "cpu": false,
      "is_save": false,
      "use_userEmbedding": false,
      "exploration_noise": false,
      "eps": 0.1,
      "freeze_emb": false,
      "reward_handle": "cat",
      "which_tracker": "avg",
      "embedding_dim": 32,
      "window_size": 3,
      "filter_sizes": [
        2,
        3,
        4
      ],
      "num_filters": 16,
      "dropout_rate": 0.1,
      "num_heads": 1,
      "version": "v1",
      "tau": 0,
      "gamma_exposure": 10,
      "lambda_variance": 0.05,
      "lambda_entropy": 5,
      "use_exposure_intervention": false,
      "buffer_size": 100000,
      "lr": 0.001,
      "epoch": 200,
      "batch_size": 1024,
      "hidden_sizes": [
        64,
        64
      ],
      "episode_per_collect": 100,
      "training_num": 100,
      "test_num": 100,
      "render": 0,
      "reward_threshold": null,
      "gamma": 0.9,
      "step_per_epoch": 1000,
      "repeat_per_collect": 1,
      "logdir": "log",
      "vf_coef": 0.5,
      "ent_coef": 0.0,
      "max_grad_norm": null,
      "gae_lambda": 1.0,
      "rew_norm": false,
      "read_message": "pointneg",
      "message": "SQN-leave3",
      "is_binarize": true,
      "need_transform": false,
      "entropy_window": [
        1,
        2
      ],
      "rating_threshold": 1,
      "yfeat": "is_click",
      "leave_threshold": 0.0,
      "num_leave_compute": 3,
      "max_turn": 30,
      "force_length": 10,
      "top_rate": 0.8,
      "which_head": "qhead",
      "n_step": 3,
      "target_update_freq": 320,
      "unlikely_action_threshold": 0.6,
      "imitation_logits_penalty": 0.01,
      "eps_test": 0.001,
      "hostname": "LDS-12"
    }
[I 230117 19:33:44 utils:138] Epoch: [1], Info: [{'num_test': 100, 'CV': '0.00079', 'CV_turn': '0.01207', 'ctr': '0.49857', 'len_tra': 4.97, 'R_tra': 2.4779050001502037, 'ifeat_feat': 0.44668008048289737, 'NX_0_CV': '0.00198', 'NX_0_CV_turn': '0.01818', 'NX_0_ctr': '0.53146', 'NX_0_len_tra': 8.25, 'NX_0_R_tra': 4.384579243883491, 'NX_0_ifeat_feat': 0.3781818181818182, 'NX_10_CV': '0.00158', 'NX_10_CV_turn': '0.01200', 'NX_10_ctr': '0.49220', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 4.922034116014839, 'NX_10_ifeat_feat': 0.401}]
[I 230117 19:40:13 utils:138] Epoch: [2], Info: [{'num_test': 100, 'CV': '0.00053', 'CV_turn': '0.00800', 'ctr': '0.48665', 'len_tra': 5.0, 'R_tra': 2.4332371196895837, 'ifeat_feat': 0.4, 'NX_0_CV': '0.00185', 'NX_0_CV_turn': '0.01283', 'NX_0_ctr': '0.45440', 'NX_0_len_tra': 10.91, 'NX_0_R_tra': 4.957462843135, 'NX_0_ifeat_feat': 0.27497708524289644, 'NX_10_CV': '0.00145', 'NX_10_CV_turn': '0.01100', 'NX_10_ctr': '0.45720', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 4.572033230699599, 'NX_10_ifeat_feat': 0.3}]
[I 230117 19:47:09 utils:138] Epoch: [3], Info: [{'num_test': 100, 'CV': '0.00040', 'CV_turn': '0.00974', 'ctr': '0.41501', 'len_tra': 3.08, 'R_tra': 1.2782216680049896, 'ifeat_feat': 0.948051948051948, 'NX_0_CV': '0.00475', 'NX_0_CV_turn': '0.01595', 'NX_0_ctr': '0.42020', 'NX_0_len_tra': 22.57, 'NX_0_R_tra': 9.483976605907083, 'NX_0_ifeat_feat': 0.23393885688967656, 'NX_10_CV': '0.00158', 'NX_10_CV_turn': '0.01200', 'NX_10_ctr': '0.36103', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 3.610257381941192, 'NX_10_ifeat_feat': 0.254}]
[I 230117 19:54:19 utils:138] Epoch: [4], Info: [{'num_test': 100, 'CV': '0.00040', 'CV_turn': '0.00926', 'ctr': '0.43959', 'len_tra': 3.24, 'R_tra': 1.424267009496689, 'ifeat_feat': 0.8518518518518519, 'NX_0_CV': '0.00330', 'NX_0_CV_turn': '0.01850', 'NX_0_ctr': '0.39174', 'NX_0_len_tra': 13.51, 'NX_0_R_tra': 5.292458826601505, 'NX_0_ifeat_feat': 0.2531458179126573, 'NX_10_CV': '0.00171', 'NX_10_CV_turn': '0.01300', 'NX_10_ctr': '0.40779', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 4.077912035700865, 'NX_10_ifeat_feat': 0.2}]
[I 230117 20:01:30 utils:138] Epoch: [5], Info: [{'num_test': 100, 'CV': '0.00040', 'CV_turn': '0.00754', 'ctr': '0.44680', 'len_tra': 3.98, 'R_tra': 1.7782597929239272, 'ifeat_feat': 0.507537688442211, 'NX_0_CV': '0.00119', 'NX_0_CV_turn': '0.01284', 'NX_0_ctr': '0.36248', 'NX_0_len_tra': 7.01, 'NX_0_R_tra': 2.5409933771891517, 'NX_0_ifeat_feat': 0.28815977175463625, 'NX_10_CV': '0.00198', 'NX_10_CV_turn': '0.01500', 'NX_10_ctr': '0.34933', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 3.4933054208615797, 'NX_10_ifeat_feat': 0.272}]
[I 230117 20:08:49 utils:138] Epoch: [6], Info: [{'num_test': 100, 'CV': '0.00026', 'CV_turn': '0.00667', 'ctr': '0.34911', 'len_tra': 3.0, 'R_tra': 1.0473218823224306, 'ifeat_feat': 0.3333333333333333, 'NX_0_CV': '0.00079', 'NX_0_CV_turn': '0.01193', 'NX_0_ctr': '0.31653', 'NX_0_len_tra': 5.03, 'NX_0_R_tra': 1.5921326849213802, 'NX_0_ifeat_feat': 0.1988071570576541, 'NX_10_CV': '0.00198', 'NX_10_CV_turn': '0.01500', 'NX_10_ctr': '0.31976', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 3.1976363575365396, 'NX_10_ifeat_feat': 0.1}]
[I 230117 20:16:08 utils:138] Epoch: [7], Info: [{'num_test': 100, 'CV': '0.00026', 'CV_turn': '0.00667', 'ctr': '0.35131', 'len_tra': 3.0, 'R_tra': 1.0539447025209665, 'ifeat_feat': 0.3333333333333333, 'NX_0_CV': '0.00105', 'NX_0_CV_turn': '0.01182', 'NX_0_ctr': '0.28397', 'NX_0_len_tra': 6.77, 'NX_0_R_tra': 1.9224500054720557, 'NX_0_ifeat_feat': 0.14771048744460857, 'NX_10_CV': '0.00145', 'NX_10_CV_turn': '0.01100', 'NX_10_ctr': '0.32972', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 3.2972495806682853, 'NX_10_ifeat_feat': 0.1}]
[I 230117 20:23:26 utils:138] Epoch: [8], Info: [{'num_test': 100, 'CV': '0.00026', 'CV_turn': '0.00667', 'ctr': '0.34837', 'len_tra': 3.0, 'R_tra': 1.0450973429530859, 'ifeat_feat': 0.3333333333333333, 'NX_0_CV': '0.00132', 'NX_0_CV_turn': '0.01453', 'NX_0_ctr': '0.30682', 'NX_0_len_tra': 6.88, 'NX_0_R_tra': 2.110911011309363, 'NX_0_ifeat_feat': 0.14534883720930233, 'NX_10_CV': '0.00224', 'NX_10_CV_turn': '0.01700', 'NX_10_ctr': '0.28274', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 2.8274099353002384, 'NX_10_ifeat_feat': 0.1}]
[I 230117 20:30:34 utils:138] Epoch: [9], Info: [{'num_test': 100, 'CV': '0.00026', 'CV_turn': '0.00667', 'ctr': '0.36251', 'len_tra': 3.0, 'R_tra': 1.0875383825600147, 'ifeat_feat': 0.3333333333333333, 'NX_0_CV': '0.00237', 'NX_0_CV_turn': '0.02203', 'NX_0_ctr': '0.28000', 'NX_0_len_tra': 8.17, 'NX_0_R_tra': 2.2876105177821593, 'NX_0_ifeat_feat': 0.12239902080783353, 'NX_10_CV': '0.00211', 'NX_10_CV_turn': '0.01600', 'NX_10_ctr': '0.24550', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 2.454958715458633, 'NX_10_ifeat_feat': 0.1}]
[I 230117 20:37:39 utils:138] Epoch: [10], Info: [{'num_test': 100, 'CV': '0.00026', 'CV_turn': '0.00667', 'ctr': '0.35069', 'len_tra': 3.0, 'R_tra': 1.0520579025894403, 'ifeat_feat': 0.3333333333333333, 'NX_0_CV': '0.00185', 'NX_0_CV_turn': '0.01637', 'NX_0_ctr': '0.29744', 'NX_0_len_tra': 8.55, 'NX_0_R_tra': 2.5430871073668824, 'NX_0_ifeat_feat': 0.11695906432748537, 'NX_10_CV': '0.00211', 'NX_10_CV_turn': '0.01600', 'NX_10_ctr': '0.27694', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 2.7693951995065436, 'NX_10_ifeat_feat': 0.1}]
[I 230117 20:45:02 utils:138] Epoch: [11], Info: [{'num_test': 100, 'CV': '0.00026', 'CV_turn': '0.00667', 'ctr': '0.36156', 'len_tra': 3.0, 'R_tra': 1.0846851253509522, 'ifeat_feat': 0.3333333333333333, 'NX_0_CV': '0.00211', 'NX_0_CV_turn': '0.02585', 'NX_0_ctr': '0.27129', 'NX_0_len_tra': 6.19, 'NX_0_R_tra': 1.6792987970693503, 'NX_0_ifeat_feat': 0.1680129240710824, 'NX_10_CV': '0.00198', 'NX_10_CV_turn': '0.01500', 'NX_10_ctr': '0.25572', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 2.5572255532210693, 'NX_10_ifeat_feat': 0.221}]
