[I 230117 18:57:27 policy_utils:47] {
      "env": "KuaiRand-v0",
      "user_model_name": "DeepFM",
      "model_name": "A2C_with_emb",
      "seed": 0,
      "cuda": 6,
      "is_userinfo": false,
      "cpu": false,
      "is_save": false,
      "use_userEmbedding": false,
      "exploration_noise": false,
      "eps": 0.1,
      "freeze_emb": false,
      "reward_handle": "cat",
      "which_tracker": "avg",
      "embedding_dim": 32,
      "window_size": 3,
      "filter_sizes": [
        2,
        3,
        4
      ],
      "num_filters": 16,
      "dropout_rate": 0.1,
      "num_heads": 1,
      "version": "v1",
      "tau": 0,
      "gamma_exposure": 10,
      "lambda_variance": 0.0,
      "lambda_entropy": 0.0,
      "use_exposure_intervention": false,
      "buffer_size": 100000,
      "lr": 0.001,
      "epoch": 200,
      "batch_size": 1024,
      "hidden_sizes": [
        64,
        64
      ],
      "episode_per_collect": 100,
      "training_num": 100,
      "test_num": 100,
      "render": 0,
      "reward_threshold": null,
      "gamma": 0.9,
      "step_per_epoch": 100000,
      "repeat_per_collect": 1,
      "logdir": "log",
      "vf_coef": 0.5,
      "ent_coef": 0.0,
      "max_grad_norm": null,
      "gae_lambda": 1.0,
      "rew_norm": false,
      "read_message": "pointneg",
      "message": "MBPO-leave1",
      "is_binarize": true,
      "need_transform": false,
      "entropy_window": [
        1,
        2
      ],
      "rating_threshold": 1,
      "yfeat": "is_click",
      "leave_threshold": 0.0,
      "num_leave_compute": 1,
      "max_turn": 30,
      "force_length": 10,
      "top_rate": 0.8,
      "hostname": "LDS-12"
    }
[I 230117 19:00:56 utils:138] Epoch: [1], Info: [{'num_test': 100, 'CV': '0.16141', 'CV_turn': '0.90801', 'ctr': '0.22147', 'len_tra': 13.48, 'R_tra': 2.985394313625875, 'ifeat_feat': 0.6706231454005934, 'NX_0_CV': '0.14322', 'NX_0_CV_turn': '0.93139', 'NX_0_ctr': '0.21216', 'NX_0_len_tra': 11.66, 'NX_0_R_tra': 2.4738350144040306, 'NX_0_ifeat_feat': 0.676672384219554, 'NX_10_CV': '0.12475', 'NX_10_CV_turn': '0.94600', 'NX_10_ctr': '0.20362', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 2.036237457799725, 'NX_10_ifeat_feat': 0.688}]
[I 230117 19:01:42 utils:138] Epoch: [2], Info: [{'num_test': 100, 'CV': '0.14203', 'CV_turn': '0.91660', 'ctr': '0.23633', 'len_tra': 11.75, 'R_tra': 2.776845002673945, 'ifeat_feat': 0.6655319148936171, 'NX_0_CV': '0.16379', 'NX_0_CV_turn': '0.91056', 'NX_0_ctr': '0.23716', 'NX_0_len_tra': 13.64, 'NX_0_R_tra': 3.2348886397201566, 'NX_0_ifeat_feat': 0.6796187683284457, 'NX_10_CV': '0.12251', 'NX_10_CV_turn': '0.92900', 'NX_10_ctr': '0.22896', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 2.289586314686094, 'NX_10_ifeat_feat': 0.676}]
[I 230117 19:02:33 utils:138] Epoch: [3], Info: [{'num_test': 100, 'CV': '0.11038', 'CV_turn': '0.60433', 'ctr': '0.31919', 'len_tra': 13.85, 'R_tra': 4.420825132343452, 'ifeat_feat': 0.7032490974729242, 'NX_0_CV': '0.11750', 'NX_0_CV_turn': '0.59718', 'NX_0_ctr': '0.31342', 'NX_0_len_tra': 14.92, 'NX_0_R_tra': 4.676206621497403, 'NX_0_ifeat_feat': 0.6816353887399463, 'NX_10_CV': '0.08770', 'NX_10_CV_turn': '0.66500', 'NX_10_ctr': '0.33187', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 3.31869611836737, 'NX_10_ifeat_feat': 0.686}]
[I 230117 19:03:25 utils:138] Epoch: [4], Info: [{'num_test': 100, 'CV': '0.01490', 'CV_turn': '0.08746', 'ctr': '0.49365', 'len_tra': 12.92, 'R_tra': 6.378014320987277, 'ifeat_feat': 0.5913312693498453, 'NX_0_CV': '0.03099', 'NX_0_CV_turn': '0.11054', 'NX_0_ctr': '0.45246', 'NX_0_len_tra': 21.26, 'NX_0_R_tra': 9.619360880344175, 'NX_0_ifeat_feat': 0.5940733772342427, 'NX_10_CV': '0.01530', 'NX_10_CV_turn': '0.11600', 'NX_10_ctr': '0.46833', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 4.6832734758406875, 'NX_10_ifeat_feat': 0.58}]
[I 230117 19:04:12 utils:138] Epoch: [5], Info: [{'num_test': 100, 'CV': '0.01081', 'CV_turn': '0.05157', 'ctr': '0.44122', 'len_tra': 15.9, 'R_tra': 7.01539106324315, 'ifeat_feat': 0.49559748427672956, 'NX_0_CV': '0.02413', 'NX_0_CV_turn': '0.07895', 'NX_0_ctr': '0.43726', 'NX_0_len_tra': 23.18, 'NX_0_R_tra': 10.13560458261054, 'NX_0_ifeat_feat': 0.5672993960310613, 'NX_10_CV': '0.00976', 'NX_10_CV_turn': '0.07400', 'NX_10_ctr': '0.45925', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 4.59253843718674, 'NX_10_ifeat_feat': 0.511}]
[I 230117 19:04:56 utils:138] Epoch: [6], Info: [{'num_test': 100, 'CV': '0.01108', 'CV_turn': '0.05638', 'ctr': '0.45525', 'len_tra': 14.9, 'R_tra': 6.783191666137427, 'ifeat_feat': 0.4912751677852349, 'NX_0_CV': '0.02334', 'NX_0_CV_turn': '0.06808', 'NX_0_ctr': '0.42501', 'NX_0_len_tra': 26.0, 'NX_0_R_tra': 11.050381656019017, 'NX_0_ifeat_feat': 0.5576923076923077, 'NX_10_CV': '0.00936', 'NX_10_CV_turn': '0.07100', 'NX_10_ctr': '0.43422', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 4.342182897455059, 'NX_10_ifeat_feat': 0.492}]
[I 230117 19:05:44 utils:138] Epoch: [7], Info: [{'num_test': 100, 'CV': '0.00936', 'CV_turn': '0.04505', 'ctr': '0.47608', 'len_tra': 15.76, 'R_tra': 7.503093874787446, 'ifeat_feat': 0.5653553299492385, 'NX_0_CV': '0.01965', 'NX_0_CV_turn': '0.05927', 'NX_0_ctr': '0.43345', 'NX_0_len_tra': 25.14, 'NX_0_R_tra': 10.896847038138658, 'NX_0_ifeat_feat': 0.5640413683373111, 'NX_10_CV': '0.00791', 'NX_10_CV_turn': '0.06000', 'NX_10_ctr': '0.48519', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 4.851940981820226, 'NX_10_ifeat_feat': 0.579}]
[I 230117 19:06:32 utils:138] Epoch: [8], Info: [{'num_test': 100, 'CV': '0.00884', 'CV_turn': '0.04289', 'ctr': '0.46590', 'len_tra': 15.62, 'R_tra': 7.277419277876615, 'ifeat_feat': 0.5153649167733675, 'NX_0_CV': '0.01741', 'NX_0_CV_turn': '0.04989', 'NX_0_ctr': '0.45494', 'NX_0_len_tra': 26.46, 'NX_0_R_tra': 12.03758906119503, 'NX_0_ifeat_feat': 0.5306122448979592, 'NX_10_CV': '0.00686', 'NX_10_CV_turn': '0.05200', 'NX_10_ctr': '0.48525', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 4.8524849165976045, 'NX_10_ifeat_feat': 0.519}]
[I 230117 19:07:10 utils:138] Epoch: [9], Info: [{'num_test': 100, 'CV': '0.00738', 'CV_turn': '0.03233', 'ctr': '0.48354', 'len_tra': 17.32, 'R_tra': 8.374958235491068, 'ifeat_feat': 0.5352193995381063, 'NX_0_CV': '0.01556', 'NX_0_CV_turn': '0.04343', 'NX_0_ctr': '0.46922', 'NX_0_len_tra': 27.17, 'NX_0_R_tra': 12.748830713304924, 'NX_0_ifeat_feat': 0.5333087964666912, 'NX_10_CV': '0.00646', 'NX_10_CV_turn': '0.04900', 'NX_10_ctr': '0.47431', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 4.7430690653249625, 'NX_10_ifeat_feat': 0.521}]
[I 230117 19:07:56 utils:138] Epoch: [10], Info: [{'num_test': 100, 'CV': '0.00738', 'CV_turn': '0.03562', 'ctr': '0.51292', 'len_tra': 15.72, 'R_tra': 8.063158136997371, 'ifeat_feat': 0.5133587786259542, 'NX_0_CV': '0.01556', 'NX_0_CV_turn': '0.04828', 'NX_0_ctr': '0.43673', 'NX_0_len_tra': 24.44, 'NX_0_R_tra': 10.673756924965419, 'NX_0_ifeat_feat': 0.5188216039279869, 'NX_10_CV': '0.00686', 'NX_10_CV_turn': '0.05200', 'NX_10_ctr': '0.50155', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 5.015476900739595, 'NX_10_ifeat_feat': 0.516}]
[I 230117 19:08:41 utils:138] Epoch: [11], Info: [{'num_test': 100, 'CV': '0.00949', 'CV_turn': '0.03943', 'ctr': '0.49527', 'len_tra': 18.26, 'R_tra': 9.043719641081989, 'ifeat_feat': 0.5323110624315444, 'NX_0_CV': '0.01292', 'NX_0_CV_turn': '0.03702', 'NX_0_ctr': '0.42771', 'NX_0_len_tra': 26.47, 'NX_0_R_tra': 11.321579505181871, 'NX_0_ifeat_feat': 0.5047223271628258, 'NX_10_CV': '0.00712', 'NX_10_CV_turn': '0.05400', 'NX_10_ctr': '0.47437', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 4.743742320556193, 'NX_10_ifeat_feat': 0.523}]
[I 230117 19:09:26 utils:138] Epoch: [12], Info: [{'num_test': 100, 'CV': '0.00831', 'CV_turn': '0.03342', 'ctr': '0.49575', 'len_tra': 18.85, 'R_tra': 9.344896201640367, 'ifeat_feat': 0.5702917771883289, 'NX_0_CV': '0.00976', 'NX_0_CV_turn': '0.02769', 'NX_0_ctr': '0.48880', 'NX_0_len_tra': 26.72, 'NX_0_R_tra': 13.060818233825266, 'NX_0_ifeat_feat': 0.5108532934131736, 'NX_10_CV': '0.00580', 'NX_10_CV_turn': '0.04400', 'NX_10_ctr': '0.49686', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 4.968640790618956, 'NX_10_ifeat_feat': 0.546}]
[I 230117 19:10:10 utils:138] Epoch: [13], Info: [{'num_test': 100, 'CV': '0.00870', 'CV_turn': '0.03470', 'ctr': '0.51717', 'len_tra': 19.02, 'R_tra': 9.836608076627599, 'ifeat_feat': 0.629863301787592, 'NX_0_CV': '0.01042', 'NX_0_CV_turn': '0.02914', 'NX_0_ctr': '0.47041', 'NX_0_len_tra': 27.11, 'NX_0_R_tra': 12.752871906253276, 'NX_0_ifeat_feat': 0.5086683880486905, 'NX_10_CV': '0.00527', 'NX_10_CV_turn': '0.04000', 'NX_10_ctr': '0.50837', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 5.083683497346938, 'NX_10_ifeat_feat': 0.513}]
