[I 230117 15:04:06 policy_utils:47] {
      "env": "KuaiRand-v0",
      "user_model_name": "DeepFM",
      "model_name": "A2C_with_emb",
      "seed": 0,
      "cuda": 2,
      "is_userinfo": false,
      "cpu": false,
      "is_save": false,
      "use_userEmbedding": false,
      "exploration_noise": false,
      "eps": 0.1,
      "freeze_emb": false,
      "reward_handle": "cat",
      "which_tracker": "avg",
      "embedding_dim": 32,
      "window_size": 3,
      "filter_sizes": [
        2,
        3,
        4
      ],
      "num_filters": 16,
      "dropout_rate": 0.1,
      "num_heads": 1,
      "version": "v1",
      "tau": 0,
      "gamma_exposure": 10,
      "lambda_variance": 0.01,
      "lambda_entropy": 0.0,
      "use_exposure_intervention": false,
      "buffer_size": 100000,
      "lr": 0.001,
      "epoch": 200,
      "batch_size": 1024,
      "hidden_sizes": [
        64,
        64
      ],
      "episode_per_collect": 100,
      "training_num": 100,
      "test_num": 100,
      "render": 0,
      "reward_threshold": null,
      "gamma": 0.9,
      "step_per_epoch": 100000,
      "repeat_per_collect": 1,
      "logdir": "log",
      "vf_coef": 0.5,
      "ent_coef": 0.0,
      "max_grad_norm": null,
      "gae_lambda": 1.0,
      "rew_norm": false,
      "read_message": "pointneg",
      "message": "MOPO-leave9",
      "is_binarize": true,
      "need_transform": false,
      "entropy_window": [
        1,
        2
      ],
      "rating_threshold": 1,
      "yfeat": "is_click",
      "leave_threshold": 0.0,
      "num_leave_compute": 9,
      "max_turn": 30,
      "force_length": 10,
      "top_rate": 0.8,
      "hostname": "LDS-8"
    }
[I 230117 15:09:17 utils:138] Epoch: [1], Info: [{'num_test': 100, 'CV': '0.08018', 'CV_turn': '0.94852', 'ctr': '0.22961', 'len_tra': 6.41, 'R_tra': 1.471786891168449, 'ifeat_feat': 0.656786271450858, 'NX_0_CV': '0.07556', 'NX_0_CV_turn': '0.95025', 'NX_0_ctr': '0.20932', 'NX_0_len_tra': 6.03, 'NX_0_R_tra': 1.2622105024615302, 'NX_0_ifeat_feat': 0.6600331674958541, 'NX_10_CV': '0.12396', 'NX_10_CV_turn': '0.94000', 'NX_10_ctr': '0.20522', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 2.0522370331361888, 'NX_10_ifeat_feat': 0.666}]
[I 230117 15:10:06 utils:138] Epoch: [2], Info: [{'num_test': 100, 'CV': '0.01622', 'CV_turn': '0.15242', 'ctr': '0.41459', 'len_tra': 8.07, 'R_tra': 3.3457153792120518, 'ifeat_feat': 0.4473358116480793, 'NX_0_CV': '0.02255', 'NX_0_CV_turn': '0.13724', 'NX_0_ctr': '0.44734', 'NX_0_len_tra': 12.46, 'NX_0_R_tra': 5.573862743806094, 'NX_0_ifeat_feat': 0.47431781701444625, 'NX_10_CV': '0.02176', 'NX_10_CV_turn': '0.16500', 'NX_10_ctr': '0.41071', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 4.107078577205539, 'NX_10_ifeat_feat': 0.454}]
[I 230117 15:10:54 utils:138] Epoch: [3], Info: [{'num_test': 100, 'CV': '0.01108', 'CV_turn': '0.11024', 'ctr': '0.44033', 'len_tra': 7.62, 'R_tra': 3.355335818119347, 'ifeat_feat': 0.5091863517060368, 'NX_0_CV': '0.01648', 'NX_0_CV_turn': '0.09104', 'NX_0_ctr': '0.40470', 'NX_0_len_tra': 13.73, 'NX_0_R_tra': 5.556574772563763, 'NX_0_ifeat_feat': 0.43481427530954114, 'NX_10_CV': '0.01358', 'NX_10_CV_turn': '0.10300', 'NX_10_ctr': '0.40808', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 4.08075960691087, 'NX_10_ifeat_feat': 0.447}]
[I 230117 15:11:40 utils:138] Epoch: [4], Info: [{'num_test': 100, 'CV': '0.00936', 'CV_turn': '0.07960', 'ctr': '0.45127', 'len_tra': 8.92, 'R_tra': 4.025365209951997, 'ifeat_feat': 0.44506726457399104, 'NX_0_CV': '0.01464', 'NX_0_CV_turn': '0.05815', 'NX_0_ctr': '0.40647', 'NX_0_len_tra': 19.09, 'NX_0_R_tra': 7.759473748202436, 'NX_0_ifeat_feat': 0.4033525405971713, 'NX_10_CV': '0.01108', 'NX_10_CV_turn': '0.08400', 'NX_10_ctr': '0.41779', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 4.177884654030204, 'NX_10_ifeat_feat': 0.417}]
[I 230117 15:12:27 utils:138] Epoch: [5], Info: [{'num_test': 100, 'CV': '0.00725', 'CV_turn': '0.06748', 'ctr': '0.45128', 'len_tra': 8.15, 'R_tra': 3.677962691746652, 'ifeat_feat': 0.4687116564417178, 'NX_0_CV': '0.01213', 'NX_0_CV_turn': '0.04632', 'NX_0_ctr': '0.45071', 'NX_0_len_tra': 19.86, 'NX_0_R_tra': 8.95111824605614, 'NX_0_ifeat_feat': 0.40986908358509566, 'NX_10_CV': '0.00884', 'NX_10_CV_turn': '0.06700', 'NX_10_ctr': '0.44379', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 4.437919484302402, 'NX_10_ifeat_feat': 0.426}]
[I 230117 15:13:21 utils:138] Epoch: [6], Info: [{'num_test': 100, 'CV': '0.00910', 'CV_turn': '0.08343', 'ctr': '0.43278', 'len_tra': 8.27, 'R_tra': 3.5790973694808783, 'ifeat_feat': 0.43409915356711004, 'NX_0_CV': '0.01226', 'NX_0_CV_turn': '0.04414', 'NX_0_ctr': '0.43802', 'NX_0_len_tra': 21.07, 'NX_0_R_tra': 9.229124279096723, 'NX_0_ifeat_feat': 0.3958234456573327, 'NX_10_CV': '0.00949', 'NX_10_CV_turn': '0.07200', 'NX_10_ctr': '0.44760', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 4.476038200815674, 'NX_10_ifeat_feat': 0.405}]
[I 230117 15:14:07 utils:138] Epoch: [7], Info: [{'num_test': 100, 'CV': '0.00725', 'CV_turn': '0.06579', 'ctr': '0.46980', 'len_tra': 8.36, 'R_tra': 3.927520293146372, 'ifeat_feat': 0.4665071770334928, 'NX_0_CV': '0.01055', 'NX_0_CV_turn': '0.04053', 'NX_0_ctr': '0.44612', 'NX_0_len_tra': 19.74, 'NX_0_R_tra': 8.806352438866162, 'NX_0_ifeat_feat': 0.4214792299898683, 'NX_10_CV': '0.00884', 'NX_10_CV_turn': '0.06700', 'NX_10_ctr': '0.43566', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 4.356585170030594, 'NX_10_ifeat_feat': 0.432}]
[I 230117 15:14:54 utils:138] Epoch: [8], Info: [{'num_test': 100, 'CV': '0.00712', 'CV_turn': '0.06338', 'ctr': '0.45343', 'len_tra': 8.52, 'R_tra': 3.86318553250283, 'ifeat_feat': 0.45892018779342725, 'NX_0_CV': '0.00989', 'NX_0_CV_turn': '0.03765', 'NX_0_ctr': '0.45987', 'NX_0_len_tra': 19.92, 'NX_0_R_tra': 9.160524307549931, 'NX_0_ifeat_feat': 0.4041164658634538, 'NX_10_CV': '0.00831', 'NX_10_CV_turn': '0.06300', 'NX_10_ctr': '0.43196', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 4.31960283730179, 'NX_10_ifeat_feat': 0.407}]
[I 230117 15:15:40 utils:138] Epoch: [9], Info: [{'num_test': 100, 'CV': '0.00923', 'CV_turn': '0.07269', 'ctr': '0.41245', 'len_tra': 9.63, 'R_tra': 3.971877903896384, 'ifeat_feat': 0.4132917964693666, 'NX_0_CV': '0.01160', 'NX_0_CV_turn': '0.04422', 'NX_0_ctr': '0.42999', 'NX_0_len_tra': 19.9, 'NX_0_R_tra': 8.556797371488065, 'NX_0_ifeat_feat': 0.4, 'NX_10_CV': '0.00818', 'NX_10_CV_turn': '0.06200', 'NX_10_ctr': '0.42712', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 4.2711904655955735, 'NX_10_ifeat_feat': 0.409}]
[I 230117 15:16:26 utils:138] Epoch: [10], Info: [{'num_test': 100, 'CV': '0.00738', 'CV_turn': '0.06140', 'ctr': '0.47618', 'len_tra': 9.12, 'R_tra': 4.342724824561738, 'ifeat_feat': 0.3881578947368421, 'NX_0_CV': '0.01029', 'NX_0_CV_turn': '0.03690', 'NX_0_ctr': '0.43761', 'NX_0_len_tra': 21.14, 'NX_0_R_tra': 9.251092718821019, 'NX_0_ifeat_feat': 0.3727530747398297, 'NX_10_CV': '0.00804', 'NX_10_CV_turn': '0.06100', 'NX_10_ctr': '0.44635', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 4.4635216589830815, 'NX_10_ifeat_feat': 0.396}]
[I 230117 15:17:10 utils:138] Epoch: [11], Info: [{'num_test': 100, 'CV': '0.00791', 'CV_turn': '0.07362', 'ctr': '0.48827', 'len_tra': 8.15, 'R_tra': 3.979369424767792, 'ifeat_feat': 0.43558282208588955, 'NX_0_CV': '0.00963', 'NX_0_CV_turn': '0.03473', 'NX_0_ctr': '0.44393', 'NX_0_len_tra': 21.02, 'NX_0_R_tra': 9.331472595212981, 'NX_0_ifeat_feat': 0.40960989533777353, 'NX_10_CV': '0.00686', 'NX_10_CV_turn': '0.05200', 'NX_10_ctr': '0.44303', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 4.4303214758774265, 'NX_10_ifeat_feat': 0.422}]
