[I 230117 15:04:05 policy_utils:47] {
      "env": "KuaiRand-v0",
      "user_model_name": "DeepFM",
      "model_name": "A2C_with_emb",
      "seed": 0,
      "cuda": 3,
      "is_userinfo": false,
      "cpu": false,
      "is_save": false,
      "use_userEmbedding": false,
      "exploration_noise": false,
      "eps": 0.1,
      "freeze_emb": false,
      "reward_handle": "cat",
      "which_tracker": "avg",
      "embedding_dim": 32,
      "window_size": 3,
      "filter_sizes": [
        2,
        3,
        4
      ],
      "num_filters": 16,
      "dropout_rate": 0.1,
      "num_heads": 1,
      "version": "v1",
      "tau": 0,
      "gamma_exposure": 10,
      "lambda_variance": 0.01,
      "lambda_entropy": 0.0,
      "use_exposure_intervention": false,
      "buffer_size": 100000,
      "lr": 0.001,
      "epoch": 200,
      "batch_size": 1024,
      "hidden_sizes": [
        64,
        64
      ],
      "episode_per_collect": 100,
      "training_num": 100,
      "test_num": 100,
      "render": 0,
      "reward_threshold": null,
      "gamma": 0.9,
      "step_per_epoch": 100000,
      "repeat_per_collect": 1,
      "logdir": "log",
      "vf_coef": 0.5,
      "ent_coef": 0.0,
      "max_grad_norm": null,
      "gae_lambda": 1.0,
      "rew_norm": false,
      "read_message": "pointneg",
      "message": "MOPO-leave10",
      "is_binarize": true,
      "need_transform": false,
      "entropy_window": [
        1,
        2
      ],
      "rating_threshold": 1,
      "yfeat": "is_click",
      "leave_threshold": 0.0,
      "num_leave_compute": 10,
      "max_turn": 30,
      "force_length": 10,
      "top_rate": 0.8,
      "hostname": "LDS-8"
    }
[I 230117 15:09:12 utils:138] Epoch: [1], Info: [{'num_test': 100, 'CV': '0.07741', 'CV_turn': '0.94830', 'ctr': '0.21175', 'len_tra': 6.19, 'R_tra': 1.3107380653405563, 'ifeat_feat': 0.6704361873990307, 'NX_0_CV': '0.08123', 'NX_0_CV_turn': '0.95356', 'NX_0_ctr': '0.22733', 'NX_0_len_tra': 6.46, 'NX_0_R_tra': 1.468544007781893, 'NX_0_ifeat_feat': 0.6640866873065016, 'NX_10_CV': '0.12317', 'NX_10_CV_turn': '0.93400', 'NX_10_ctr': '0.24745', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 2.4744905557646417, 'NX_10_ifeat_feat': 0.703}]
[I 230117 15:09:55 utils:138] Epoch: [2], Info: [{'num_test': 100, 'CV': '0.00804', 'CV_turn': '0.08604', 'ctr': '0.47124', 'len_tra': 7.09, 'R_tra': 3.3410659992322325, 'ifeat_feat': 0.5176304654442877, 'NX_0_CV': '0.01714', 'NX_0_CV_turn': '0.08508', 'NX_0_ctr': '0.46263', 'NX_0_len_tra': 15.28, 'NX_0_R_tra': 7.0690460975747555, 'NX_0_ifeat_feat': 0.4607329842931937, 'NX_10_CV': '0.01068', 'NX_10_CV_turn': '0.08100', 'NX_10_ctr': '0.46248', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 4.624829017156735, 'NX_10_ifeat_feat': 0.495}]
[I 230117 15:10:38 utils:138] Epoch: [3], Info: [{'num_test': 100, 'CV': '0.00738', 'CV_turn': '0.07311', 'ctr': '0.47437', 'len_tra': 7.66, 'R_tra': 3.633698503896594, 'ifeat_feat': 0.5261096605744126, 'NX_0_CV': '0.01385', 'NX_0_CV_turn': '0.05896', 'NX_0_ctr': '0.46528', 'NX_0_len_tra': 17.81, 'NX_0_R_tra': 8.286548997033387, 'NX_0_ifeat_feat': 0.48568220101066817, 'NX_10_CV': '0.00936', 'NX_10_CV_turn': '0.07100', 'NX_10_ctr': '0.47381', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 4.7380792693421245, 'NX_10_ifeat_feat': 0.516}]
[I 230117 15:11:19 utils:138] Epoch: [4], Info: [{'num_test': 100, 'CV': '0.00712', 'CV_turn': '0.07725', 'ctr': '0.49841', 'len_tra': 6.99, 'R_tra': 3.483873927593231, 'ifeat_feat': 0.5536480686695279, 'NX_0_CV': '0.01213', 'NX_0_CV_turn': '0.05509', 'NX_0_ctr': '0.50469', 'NX_0_len_tra': 16.7, 'NX_0_R_tra': 8.428383453246205, 'NX_0_ifeat_feat': 0.49041916167664673, 'NX_10_CV': '0.00910', 'NX_10_CV_turn': '0.06900', 'NX_10_ctr': '0.48324', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 4.832350704716519, 'NX_10_ifeat_feat': 0.508}]
[I 230117 15:12:02 utils:138] Epoch: [5], Info: [{'num_test': 100, 'CV': '0.00633', 'CV_turn': '0.06053', 'ctr': '0.51202', 'len_tra': 7.93, 'R_tra': 4.06030883602798, 'ifeat_feat': 0.46532156368221944, 'NX_0_CV': '0.00897', 'NX_0_CV_turn': '0.03692', 'NX_0_ctr': '0.45529', 'NX_0_len_tra': 18.42, 'NX_0_R_tra': 8.386530208401382, 'NX_0_ifeat_feat': 0.42996742671009774, 'NX_10_CV': '0.00725', 'NX_10_CV_turn': '0.05500', 'NX_10_ctr': '0.48979', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 4.897907742932439, 'NX_10_ifeat_feat': 0.453}]
[I 230117 15:12:46 utils:138] Epoch: [6], Info: [{'num_test': 100, 'CV': '0.00659', 'CV_turn': '0.06068', 'ctr': '0.47238', 'len_tra': 8.24, 'R_tra': 3.8924478846788406, 'ifeat_feat': 0.5060679611650486, 'NX_0_CV': '0.00989', 'NX_0_CV_turn': '0.03565', 'NX_0_ctr': '0.44179', 'NX_0_len_tra': 21.04, 'NX_0_R_tra': 9.29518516458571, 'NX_0_ifeat_feat': 0.4405893536121673, 'NX_10_CV': '0.00580', 'NX_10_CV_turn': '0.04400', 'NX_10_ctr': '0.47306', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 4.730639106445015, 'NX_10_ifeat_feat': 0.472}]
[I 230117 15:13:27 utils:138] Epoch: [7], Info: [{'num_test': 100, 'CV': '0.00607', 'CV_turn': '0.05509', 'ctr': '0.48461', 'len_tra': 8.35, 'R_tra': 4.046507346630096, 'ifeat_feat': 0.49580838323353293, 'NX_0_CV': '0.01095', 'NX_0_CV_turn': '0.03937', 'NX_0_ctr': '0.43808', 'NX_0_len_tra': 21.08, 'NX_0_R_tra': 9.234701992832123, 'NX_0_ifeat_feat': 0.4274193548387097, 'NX_10_CV': '0.00646', 'NX_10_CV_turn': '0.04900', 'NX_10_ctr': '0.47310', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 4.731017413213849, 'NX_10_ifeat_feat': 0.47}]
[I 230117 15:14:07 utils:138] Epoch: [8], Info: [{'num_test': 100, 'CV': '0.00646', 'CV_turn': '0.04980', 'ctr': '0.50607', 'len_tra': 9.84, 'R_tra': 4.979709076844156, 'ifeat_feat': 0.4878048780487805, 'NX_0_CV': '0.00910', 'NX_0_CV_turn': '0.03025', 'NX_0_ctr': '0.45194', 'NX_0_len_tra': 22.81, 'NX_0_R_tra': 10.308789955875836, 'NX_0_ifeat_feat': 0.4182376150811048, 'NX_10_CV': '0.00673', 'NX_10_CV_turn': '0.05100', 'NX_10_ctr': '0.49953', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 4.995282701030374, 'NX_10_ifeat_feat': 0.48}]
[I 230117 15:14:47 utils:138] Epoch: [9], Info: [{'num_test': 100, 'CV': '0.00620', 'CV_turn': '0.05299', 'ctr': '0.50364', 'len_tra': 8.87, 'R_tra': 4.467306351028383, 'ifeat_feat': 0.5636978579481398, 'NX_0_CV': '0.00778', 'NX_0_CV_turn': '0.02423', 'NX_0_ctr': '0.44767', 'NX_0_len_tra': 24.35, 'NX_0_R_tra': 10.900656667090953, 'NX_0_ifeat_feat': 0.3839835728952772, 'NX_10_CV': '0.00765', 'NX_10_CV_turn': '0.05800', 'NX_10_ctr': '0.50692', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 5.069161180593073, 'NX_10_ifeat_feat': 0.511}]
[I 230117 15:15:25 utils:138] Epoch: [10], Info: [{'num_test': 100, 'CV': '0.00527', 'CV_turn': '0.04103', 'ctr': '0.52667', 'len_tra': 9.75, 'R_tra': 5.135056523531675, 'ifeat_feat': 0.5415384615384615, 'NX_0_CV': '0.00646', 'NX_0_CV_turn': '0.01967', 'NX_0_ctr': '0.46277', 'NX_0_len_tra': 24.91, 'NX_0_R_tra': 11.527639959817753, 'NX_0_ifeat_feat': 0.3793657165796869, 'NX_10_CV': '0.00580', 'NX_10_CV_turn': '0.04400', 'NX_10_ctr': '0.48756', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 4.875629958212375, 'NX_10_ifeat_feat': 0.503}]
[I 230117 15:16:03 utils:138] Epoch: [11], Info: [{'num_test': 100, 'CV': '0.00580', 'CV_turn': '0.04691', 'ctr': '0.48937', 'len_tra': 9.38, 'R_tra': 4.590309508154169, 'ifeat_feat': 0.5501066098081023, 'NX_0_CV': '0.00646', 'NX_0_CV_turn': '0.02457', 'NX_0_ctr': '0.47773', 'NX_0_len_tra': 19.94, 'NX_0_R_tra': 9.525992461554706, 'NX_0_ifeat_feat': 0.4528585757271815, 'NX_10_CV': '0.00607', 'NX_10_CV_turn': '0.04600', 'NX_10_ctr': '0.51122', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 5.112238032706082, 'NX_10_ifeat_feat': 0.532}]
