[I 230117 15:04:06 policy_utils:47] {
      "env": "KuaiRand-v0",
      "user_model_name": "DeepFM",
      "model_name": "A2C_with_emb",
      "seed": 0,
      "cuda": 1,
      "is_userinfo": false,
      "cpu": false,
      "is_save": false,
      "use_userEmbedding": false,
      "exploration_noise": false,
      "eps": 0.1,
      "freeze_emb": false,
      "reward_handle": "cat",
      "which_tracker": "avg",
      "embedding_dim": 32,
      "window_size": 3,
      "filter_sizes": [
        2,
        3,
        4
      ],
      "num_filters": 16,
      "dropout_rate": 0.1,
      "num_heads": 1,
      "version": "v1",
      "tau": 0,
      "gamma_exposure": 10,
      "lambda_variance": 0.01,
      "lambda_entropy": 0.05,
      "use_exposure_intervention": false,
      "buffer_size": 100000,
      "lr": 0.001,
      "epoch": 200,
      "batch_size": 1024,
      "hidden_sizes": [
        64,
        64
      ],
      "episode_per_collect": 100,
      "training_num": 100,
      "test_num": 100,
      "render": 0,
      "reward_threshold": null,
      "gamma": 0.9,
      "step_per_epoch": 100000,
      "repeat_per_collect": 1,
      "logdir": "log",
      "vf_coef": 0.5,
      "ent_coef": 0.0,
      "max_grad_norm": null,
      "gae_lambda": 1.0,
      "rew_norm": false,
      "read_message": "pointneg",
      "message": "Ours-leave8",
      "is_binarize": true,
      "need_transform": false,
      "entropy_window": [
        1,
        2
      ],
      "rating_threshold": 1,
      "yfeat": "is_click",
      "leave_threshold": 0.0,
      "num_leave_compute": 8,
      "max_turn": 30,
      "force_length": 10,
      "top_rate": 0.8,
      "hostname": "LDS-8"
    }
[I 230117 15:09:31 utils:138] Epoch: [1], Info: [{'num_test': 100, 'CV': '0.08387', 'CV_turn': '0.95495', 'ctr': '0.21326', 'len_tra': 6.66, 'R_tra': 1.420286958272336, 'ifeat_feat': 0.6636636636636637, 'NX_0_CV': '0.08268', 'NX_0_CV_turn': '0.96462', 'NX_0_ctr': '0.21483', 'NX_0_len_tra': 6.5, 'NX_0_R_tra': 1.396373753217049, 'NX_0_ifeat_feat': 0.6538461538461539, 'NX_10_CV': '0.12383', 'NX_10_CV_turn': '0.93900', 'NX_10_ctr': '0.21250', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 2.125001165615395, 'NX_10_ifeat_feat': 0.646}]
[I 230117 15:10:19 utils:138] Epoch: [2], Info: [{'num_test': 100, 'CV': '0.01451', 'CV_turn': '0.15625', 'ctr': '0.42256', 'len_tra': 7.04, 'R_tra': 2.97480945676798, 'ifeat_feat': 0.44886363636363635, 'NX_0_CV': '0.02453', 'NX_0_CV_turn': '0.14543', 'NX_0_ctr': '0.41401', 'NX_0_len_tra': 12.79, 'NX_0_R_tra': 5.295205789553002, 'NX_0_ifeat_feat': 0.42376856919468336, 'NX_10_CV': '0.01886', 'NX_10_CV_turn': '0.14300', 'NX_10_ctr': '0.44480', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 4.448027865244075, 'NX_10_ifeat_feat': 0.426}]
[I 230117 15:11:07 utils:138] Epoch: [3], Info: [{'num_test': 100, 'CV': '0.00897', 'CV_turn': '0.08543', 'ctr': '0.43194', 'len_tra': 7.96, 'R_tra': 3.438210850823671, 'ifeat_feat': 0.43090452261306533, 'NX_0_CV': '0.01569', 'NX_0_CV_turn': '0.06939', 'NX_0_ctr': '0.42186', 'NX_0_len_tra': 17.15, 'NX_0_R_tra': 7.234848927157, 'NX_0_ifeat_feat': 0.4198250728862974, 'NX_10_CV': '0.01174', 'NX_10_CV_turn': '0.08900', 'NX_10_ctr': '0.44996', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 4.499638949315995, 'NX_10_ifeat_feat': 0.456}]
[I 230117 15:11:53 utils:138] Epoch: [4], Info: [{'num_test': 100, 'CV': '0.00646', 'CV_turn': '0.06187', 'ctr': '0.44484', 'len_tra': 7.92, 'R_tra': 3.5231440074183045, 'ifeat_feat': 0.3926767676767677, 'NX_0_CV': '0.01253', 'NX_0_CV_turn': '0.05143', 'NX_0_ctr': '0.44452', 'NX_0_len_tra': 18.47, 'NX_0_R_tra': 8.210203698393888, 'NX_0_ifeat_feat': 0.4141851651326475, 'NX_10_CV': '0.00831', 'NX_10_CV_turn': '0.06300', 'NX_10_ctr': '0.44551', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 4.455144428703934, 'NX_10_ifeat_feat': 0.425}]
[I 230117 15:12:39 utils:138] Epoch: [5], Info: [{'num_test': 100, 'CV': '0.00804', 'CV_turn': '0.07003', 'ctr': '0.43789', 'len_tra': 8.71, 'R_tra': 3.814063551137224, 'ifeat_feat': 0.42020665901262916, 'NX_0_CV': '0.01174', 'NX_0_CV_turn': '0.04073', 'NX_0_ctr': '0.43880', 'NX_0_len_tra': 21.85, 'NX_0_R_tra': 9.587838892620058, 'NX_0_ifeat_feat': 0.3684210526315789, 'NX_10_CV': '0.00818', 'NX_10_CV_turn': '0.06200', 'NX_10_ctr': '0.45958', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 4.595832220129669, 'NX_10_ifeat_feat': 0.399}]
[I 230117 15:13:26 utils:138] Epoch: [6], Info: [{'num_test': 100, 'CV': '0.00712', 'CV_turn': '0.06742', 'ctr': '0.46041', 'len_tra': 8.01, 'R_tra': 3.6878957499936225, 'ifeat_feat': 0.45318352059925093, 'NX_0_CV': '0.01213', 'NX_0_CV_turn': '0.04230', 'NX_0_ctr': '0.42111', 'NX_0_len_tra': 21.75, 'NX_0_R_tra': 9.159129954334349, 'NX_0_ifeat_feat': 0.3990804597701149, 'NX_10_CV': '0.00910', 'NX_10_CV_turn': '0.06900', 'NX_10_ctr': '0.44620', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 4.461997028877959, 'NX_10_ifeat_feat': 0.405}]
[I 230117 15:14:10 utils:138] Epoch: [7], Info: [{'num_test': 100, 'CV': '0.00897', 'CV_turn': '0.07935', 'ctr': '0.43522', 'len_tra': 8.57, 'R_tra': 3.7298618398502, 'ifeat_feat': 0.36989498249708286, 'NX_0_CV': '0.01160', 'NX_0_CV_turn': '0.03980', 'NX_0_ctr': '0.43757', 'NX_0_len_tra': 22.11, 'NX_0_R_tra': 9.674586891215295, 'NX_0_ifeat_feat': 0.3835368611488014, 'NX_10_CV': '0.00804', 'NX_10_CV_turn': '0.06100', 'NX_10_ctr': '0.43529', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 4.352853679298423, 'NX_10_ifeat_feat': 0.409}]
[I 230117 15:14:54 utils:138] Epoch: [8], Info: [{'num_test': 100, 'CV': '0.00738', 'CV_turn': '0.07107', 'ctr': '0.47324', 'len_tra': 7.88, 'R_tra': 3.729093800811097, 'ifeat_feat': 0.40609137055837563, 'NX_0_CV': '0.01134', 'NX_0_CV_turn': '0.04078', 'NX_0_ctr': '0.44194', 'NX_0_len_tra': 21.09, 'NX_0_R_tra': 9.320610681166873, 'NX_0_ifeat_feat': 0.3764817449027975, 'NX_10_CV': '0.00765', 'NX_10_CV_turn': '0.05800', 'NX_10_ctr': '0.47292', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 4.7292491440847515, 'NX_10_ifeat_feat': 0.415}]
[I 230117 15:15:38 utils:138] Epoch: [9], Info: [{'num_test': 100, 'CV': '0.00646', 'CV_turn': '0.05861', 'ctr': '0.48990', 'len_tra': 8.36, 'R_tra': 4.095551230609417, 'ifeat_feat': 0.4569377990430622, 'NX_0_CV': '0.00831', 'NX_0_CV_turn': '0.02768', 'NX_0_ctr': '0.45912', 'NX_0_len_tra': 22.76, 'NX_0_R_tra': 10.449571924172341, 'NX_0_ifeat_feat': 0.398506151142355, 'NX_10_CV': '0.00699', 'NX_10_CV_turn': '0.05300', 'NX_10_ctr': '0.45647', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 4.564677132712677, 'NX_10_ifeat_feat': 0.426}]
[I 230117 15:16:22 utils:138] Epoch: [10], Info: [{'num_test': 100, 'CV': '0.00646', 'CV_turn': '0.05438', 'ctr': '0.45016', 'len_tra': 9.01, 'R_tra': 4.05598295789212, 'ifeat_feat': 0.46614872364039955, 'NX_0_CV': '0.01002', 'NX_0_CV_turn': '0.03580', 'NX_0_ctr': '0.44634', 'NX_0_len_tra': 21.23, 'NX_0_R_tra': 9.475779653165954, 'NX_0_ifeat_feat': 0.4060292039566651, 'NX_10_CV': '0.00725', 'NX_10_CV_turn': '0.05500', 'NX_10_ctr': '0.46201', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 4.620070095723495, 'NX_10_ifeat_feat': 0.442}]
[I 230117 15:17:05 utils:138] Epoch: [11], Info: [{'num_test': 100, 'CV': '0.00633', 'CV_turn': '0.05063', 'ctr': '0.47984', 'len_tra': 9.48, 'R_tra': 4.548918381482363, 'ifeat_feat': 0.4462025316455696, 'NX_0_CV': '0.01121', 'NX_0_CV_turn': '0.03672', 'NX_0_ctr': '0.44132', 'NX_0_len_tra': 23.15, 'NX_0_R_tra': 10.216601343471558, 'NX_0_ifeat_feat': 0.37840172786177106, 'NX_10_CV': '0.00633', 'NX_10_CV_turn': '0.04800', 'NX_10_ctr': '0.46297', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 4.6297301975823935, 'NX_10_ifeat_feat': 0.441}]
