[I 230117 14:44:01 policy_utils:47] {
      "env": "KuaiRand-v0",
      "user_model_name": "DeepFM",
      "model_name": "A2C_with_emb",
      "seed": 0,
      "cuda": 2,
      "is_userinfo": false,
      "cpu": false,
      "is_save": false,
      "use_userEmbedding": false,
      "exploration_noise": false,
      "eps": 0.1,
      "freeze_emb": false,
      "reward_handle": "cat",
      "which_tracker": "avg",
      "embedding_dim": 32,
      "window_size": 3,
      "filter_sizes": [
        2,
        3,
        4
      ],
      "num_filters": 16,
      "dropout_rate": 0.1,
      "num_heads": 1,
      "version": "v1",
      "tau": 0,
      "gamma_exposure": 10,
      "lambda_variance": 0.0,
      "lambda_entropy": 0.0,
      "use_exposure_intervention": false,
      "buffer_size": 100000,
      "lr": 0.001,
      "epoch": 200,
      "batch_size": 1024,
      "hidden_sizes": [
        64,
        64
      ],
      "episode_per_collect": 100,
      "training_num": 100,
      "test_num": 100,
      "render": 0,
      "reward_threshold": null,
      "gamma": 0.9,
      "step_per_epoch": 100000,
      "repeat_per_collect": 1,
      "logdir": "log",
      "vf_coef": 0.5,
      "ent_coef": 0.0,
      "max_grad_norm": null,
      "gae_lambda": 1.0,
      "rew_norm": false,
      "read_message": "pointneg",
      "message": "MBPO-leave5",
      "is_binarize": true,
      "need_transform": false,
      "entropy_window": [
        1,
        2
      ],
      "rating_threshold": 1,
      "yfeat": "is_click",
      "leave_threshold": 0.0,
      "num_leave_compute": 5,
      "max_turn": 30,
      "force_length": 10,
      "top_rate": 0.8,
      "hostname": "LDS-8"
    }
[I 230117 14:47:35 utils:138] Epoch: [1], Info: [{'num_test': 100, 'CV': '0.07556', 'CV_turn': '0.95500', 'ctr': '0.22339', 'len_tra': 6.0, 'R_tra': 1.3403248873807023, 'ifeat_feat': 0.6916666666666667, 'NX_0_CV': '0.07240', 'NX_0_CV_turn': '0.95312', 'NX_0_ctr': '0.22366', 'NX_0_len_tra': 5.76, 'NX_0_R_tra': 1.2882821646123193, 'NX_0_ifeat_feat': 0.6736111111111112, 'NX_10_CV': '0.12264', 'NX_10_CV_turn': '0.93000', 'NX_10_ctr': '0.23077', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 2.307683162037283, 'NX_10_ifeat_feat': 0.663}]
[I 230117 14:48:06 utils:138] Epoch: [2], Info: [{'num_test': 100, 'CV': '0.01055', 'CV_turn': '0.10512', 'ctr': '0.47096', 'len_tra': 7.61, 'R_tra': 3.5840319990273564, 'ifeat_feat': 0.3797634691195795, 'NX_0_CV': '0.02413', 'NX_0_CV_turn': '0.13099', 'NX_0_ctr': '0.41980', 'NX_0_len_tra': 13.97, 'NX_0_R_tra': 5.864581945501268, 'NX_0_ifeat_feat': 0.4595561918396564, 'NX_10_CV': '0.01490', 'NX_10_CV_turn': '0.11300', 'NX_10_ctr': '0.44623', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 4.462318451032043, 'NX_10_ifeat_feat': 0.459}]
[I 230117 14:48:38 utils:138] Epoch: [3], Info: [{'num_test': 100, 'CV': '0.00897', 'CV_turn': '0.09103', 'ctr': '0.46496', 'len_tra': 7.47, 'R_tra': 3.4732346278615296, 'ifeat_feat': 0.42302543507362783, 'NX_0_CV': '0.01582', 'NX_0_CV_turn': '0.06678', 'NX_0_ctr': '0.42193', 'NX_0_len_tra': 17.97, 'NX_0_R_tra': 7.582012181468308, 'NX_0_ifeat_feat': 0.4262659988870339, 'NX_10_CV': '0.01042', 'NX_10_CV_turn': '0.07900', 'NX_10_ctr': '0.44741', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 4.474090895950794, 'NX_10_ifeat_feat': 0.436}]
[I 230117 14:49:15 utils:138] Epoch: [4], Info: [{'num_test': 100, 'CV': '0.00791', 'CV_turn': '0.07160', 'ctr': '0.44549', 'len_tra': 8.38, 'R_tra': 3.7332199101522563, 'ifeat_feat': 0.4295942720763723, 'NX_0_CV': '0.01596', 'NX_0_CV_turn': '0.06026', 'NX_0_ctr': '0.43851', 'NX_0_len_tra': 20.08, 'NX_0_R_tra': 8.805203077830374, 'NX_0_ifeat_feat': 0.43376494023904383, 'NX_10_CV': '0.00897', 'NX_10_CV_turn': '0.06800', 'NX_10_ctr': '0.46457', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 4.645733332298696, 'NX_10_ifeat_feat': 0.414}]
[I 230117 14:49:50 utils:138] Epoch: [5], Info: [{'num_test': 100, 'CV': '0.00804', 'CV_turn': '0.06748', 'ctr': '0.44969', 'len_tra': 9.04, 'R_tra': 4.065187037177384, 'ifeat_feat': 0.3805309734513274, 'NX_0_CV': '0.01292', 'NX_0_CV_turn': '0.04660', 'NX_0_ctr': '0.45055', 'NX_0_len_tra': 21.03, 'NX_0_R_tra': 9.47509903775528, 'NX_0_ifeat_feat': 0.42320494531621494, 'NX_10_CV': '0.00765', 'NX_10_CV_turn': '0.05800', 'NX_10_ctr': '0.44847', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 4.484731054771691, 'NX_10_ifeat_feat': 0.418}]
[I 230117 14:50:26 utils:138] Epoch: [6], Info: [{'num_test': 100, 'CV': '0.00673', 'CV_turn': '0.06281', 'ctr': '0.46488', 'len_tra': 8.12, 'R_tra': 3.77484444912523, 'ifeat_feat': 0.43103448275862066, 'NX_0_CV': '0.01200', 'NX_0_CV_turn': '0.04284', 'NX_0_ctr': '0.45048', 'NX_0_len_tra': 21.24, 'NX_0_R_tra': 9.568156152484008, 'NX_0_ifeat_feat': 0.4180790960451977, 'NX_10_CV': '0.00778', 'NX_10_CV_turn': '0.05900', 'NX_10_ctr': '0.45808', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 4.580783380204812, 'NX_10_ifeat_feat': 0.419}]
[I 230117 14:51:02 utils:138] Epoch: [7], Info: [{'num_test': 100, 'CV': '0.00765', 'CV_turn': '0.06473', 'ctr': '0.43576', 'len_tra': 8.96, 'R_tra': 3.9043729788437487, 'ifeat_feat': 0.4419642857142857, 'NX_0_CV': '0.01200', 'NX_0_CV_turn': '0.04153', 'NX_0_ctr': '0.46166', 'NX_0_len_tra': 21.91, 'NX_0_R_tra': 10.115065422335174, 'NX_0_ifeat_feat': 0.3879507074395253, 'NX_10_CV': '0.00910', 'NX_10_CV_turn': '0.06900', 'NX_10_ctr': '0.46810', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 4.681019400022924, 'NX_10_ifeat_feat': 0.403}]
[I 230117 14:51:39 utils:138] Epoch: [8], Info: [{'num_test': 100, 'CV': '0.00646', 'CV_turn': '0.06323', 'ctr': '0.48114', 'len_tra': 7.75, 'R_tra': 3.7288614287227393, 'ifeat_feat': 0.4180645161290323, 'NX_0_CV': '0.01240', 'NX_0_CV_turn': '0.03860', 'NX_0_ctr': '0.44685', 'NX_0_len_tra': 24.35, 'NX_0_R_tra': 10.880901653282343, 'NX_0_ifeat_feat': 0.3872689938398357, 'NX_10_CV': '0.00725', 'NX_10_CV_turn': '0.05500', 'NX_10_ctr': '0.47165', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 4.716513782208786, 'NX_10_ifeat_feat': 0.424}]
[I 230117 14:52:15 utils:138] Epoch: [9], Info: [{'num_test': 100, 'CV': '0.00673', 'CV_turn': '0.05782', 'ctr': '0.48749', 'len_tra': 8.82, 'R_tra': 4.2997047330066565, 'ifeat_feat': 0.3922902494331066, 'NX_0_CV': '0.01134', 'NX_0_CV_turn': '0.03471', 'NX_0_ctr': '0.46766', 'NX_0_len_tra': 24.78, 'NX_0_R_tra': 11.588512845290825, 'NX_0_ifeat_feat': 0.37772397094430993, 'NX_10_CV': '0.00673', 'NX_10_CV_turn': '0.05100', 'NX_10_ctr': '0.47539', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 4.753946098582819, 'NX_10_ifeat_feat': 0.392}]
[I 230117 14:52:51 utils:138] Epoch: [10], Info: [{'num_test': 100, 'CV': '0.00725', 'CV_turn': '0.06315', 'ctr': '0.46308', 'len_tra': 8.71, 'R_tra': 4.033467164542526, 'ifeat_feat': 0.4672789896670494, 'NX_0_CV': '0.01042', 'NX_0_CV_turn': '0.03214', 'NX_0_ctr': '0.45465', 'NX_0_len_tra': 24.58, 'NX_0_R_tra': 11.175191709534266, 'NX_0_ifeat_feat': 0.3807973962571196, 'NX_10_CV': '0.00752', 'NX_10_CV_turn': '0.05700', 'NX_10_ctr': '0.46240', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 4.624000479923561, 'NX_10_ifeat_feat': 0.423}]
[I 230117 14:53:27 utils:138] Epoch: [11], Info: [{'num_test': 100, 'CV': '0.00633', 'CV_turn': '0.05387', 'ctr': '0.47036', 'len_tra': 8.91, 'R_tra': 4.190879859956913, 'ifeat_feat': 0.4725028058361392, 'NX_0_CV': '0.01095', 'NX_0_CV_turn': '0.03056', 'NX_0_ctr': '0.44189', 'NX_0_len_tra': 27.16, 'NX_0_R_tra': 12.001697977976873, 'NX_0_ifeat_feat': 0.3696612665684831, 'NX_10_CV': '0.00738', 'NX_10_CV_turn': '0.05600', 'NX_10_ctr': '0.50522', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 5.052216886561364, 'NX_10_ifeat_feat': 0.435}]
