[I 230117 19:28:02 policy_utils:47] {
      "env": "KuaiRand-v0",
      "user_model_name": "DeepFM",
      "model_name": "A2C_with_emb",
      "seed": 0,
      "cuda": 5,
      "is_userinfo": false,
      "cpu": false,
      "is_save": false,
      "use_userEmbedding": false,
      "exploration_noise": false,
      "eps": 0.1,
      "freeze_emb": false,
      "reward_handle": "cat",
      "which_tracker": "avg",
      "embedding_dim": 32,
      "window_size": 3,
      "filter_sizes": [
        2,
        3,
        4
      ],
      "num_filters": 16,
      "dropout_rate": 0.1,
      "num_heads": 1,
      "version": "v1",
      "tau": 0,
      "gamma_exposure": 10,
      "lambda_variance": 0.0,
      "lambda_entropy": 0.0,
      "use_exposure_intervention": false,
      "buffer_size": 100000,
      "lr": 0.001,
      "epoch": 200,
      "batch_size": 1024,
      "hidden_sizes": [
        64,
        64
      ],
      "episode_per_collect": 100,
      "training_num": 100,
      "test_num": 100,
      "render": 0,
      "reward_threshold": null,
      "gamma": 0.9,
      "step_per_epoch": 100000,
      "repeat_per_collect": 1,
      "logdir": "log",
      "vf_coef": 0.5,
      "ent_coef": 0.0,
      "max_grad_norm": null,
      "gae_lambda": 1.0,
      "rew_norm": false,
      "read_message": "pointneg",
      "message": "MBPO-leave4",
      "is_binarize": true,
      "need_transform": false,
      "entropy_window": [
        1,
        2
      ],
      "rating_threshold": 1,
      "yfeat": "is_click",
      "leave_threshold": 0.0,
      "num_leave_compute": 4,
      "max_turn": 30,
      "force_length": 10,
      "top_rate": 0.8,
      "hostname": "LDS-12"
    }
[I 230117 19:37:03 utils:138] Epoch: [1], Info: [{'num_test': 100, 'CV': '0.07926', 'CV_turn': '0.96469', 'ctr': '0.22481', 'len_tra': 6.23, 'R_tra': 1.400556580685079, 'ifeat_feat': 0.6934189406099518, 'NX_0_CV': '0.07952', 'NX_0_CV_turn': '0.94961', 'NX_0_ctr': '0.21646', 'NX_0_len_tra': 6.35, 'NX_0_R_tra': 1.3744972248456906, 'NX_0_ifeat_feat': 0.6866141732283465, 'NX_10_CV': '0.12238', 'NX_10_CV_turn': '0.92800', 'NX_10_ctr': '0.21857', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 2.1856974651629573, 'NX_10_ifeat_feat': 0.67}]
[I 230117 19:38:38 utils:138] Epoch: [2], Info: [{'num_test': 100, 'CV': '0.01424', 'CV_turn': '0.13317', 'ctr': '0.43716', 'len_tra': 8.11, 'R_tra': 3.54538118253462, 'ifeat_feat': 0.5252774352651048, 'NX_0_CV': '0.02268', 'NX_0_CV_turn': '0.12923', 'NX_0_ctr': '0.39929', 'NX_0_len_tra': 13.31, 'NX_0_R_tra': 5.3145648240437735, 'NX_0_ifeat_feat': 0.49361382419233657, 'NX_10_CV': '0.01517', 'NX_10_CV_turn': '0.11500', 'NX_10_ctr': '0.43159', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 4.315918160560541, 'NX_10_ifeat_feat': 0.511}]
[I 230117 19:40:15 utils:138] Epoch: [3], Info: [{'num_test': 100, 'CV': '0.00870', 'CV_turn': '0.07213', 'ctr': '0.48357', 'len_tra': 9.15, 'R_tra': 4.424689567703754, 'ifeat_feat': 0.4819672131147541, 'NX_0_CV': '0.01635', 'NX_0_CV_turn': '0.05805', 'NX_0_ctr': '0.42718', 'NX_0_len_tra': 21.36, 'NX_0_R_tra': 9.124461661879904, 'NX_0_ifeat_feat': 0.41947565543071164, 'NX_10_CV': '0.00884', 'NX_10_CV_turn': '0.06700', 'NX_10_ctr': '0.46948', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 4.694769745506346, 'NX_10_ifeat_feat': 0.422}]
[I 230117 19:41:53 utils:138] Epoch: [4], Info: [{'num_test': 100, 'CV': '0.00725', 'CV_turn': '0.06257', 'ctr': '0.46341', 'len_tra': 8.79, 'R_tra': 4.073394767157733, 'ifeat_feat': 0.4448236632536974, 'NX_0_CV': '0.01490', 'NX_0_CV_turn': '0.05074', 'NX_0_ctr': '0.42785', 'NX_0_len_tra': 22.27, 'NX_0_R_tra': 9.52821474041324, 'NX_0_ifeat_feat': 0.4113156713066906, 'NX_10_CV': '0.00884', 'NX_10_CV_turn': '0.06700', 'NX_10_ctr': '0.45829', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 4.5828823603130875, 'NX_10_ifeat_feat': 0.438}]
[I 230117 19:43:24 utils:138] Epoch: [5], Info: [{'num_test': 100, 'CV': '0.00857', 'CV_turn': '0.06900', 'ctr': '0.45804', 'len_tra': 9.42, 'R_tra': 4.314747967696749, 'ifeat_feat': 0.39384288747346075, 'NX_0_CV': '0.01648', 'NX_0_CV_turn': '0.05390', 'NX_0_ctr': '0.44627', 'NX_0_len_tra': 23.19, 'NX_0_R_tra': 10.348923654220998, 'NX_0_ifeat_feat': 0.38809831824062097, 'NX_10_CV': '0.00870', 'NX_10_CV_turn': '0.06600', 'NX_10_ctr': '0.46761', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 4.676110479570926, 'NX_10_ifeat_feat': 0.396}]
[I 230117 19:44:52 utils:138] Epoch: [6], Info: [{'num_test': 100, 'CV': '0.00778', 'CV_turn': '0.06358', 'ctr': '0.48312', 'len_tra': 9.28, 'R_tra': 4.483366227187216, 'ifeat_feat': 0.38254310344827586, 'NX_0_CV': '0.01411', 'NX_0_CV_turn': '0.04498', 'NX_0_ctr': '0.41366', 'NX_0_len_tra': 23.79, 'NX_0_R_tra': 9.840966647046152, 'NX_0_ifeat_feat': 0.39260193358554013, 'NX_10_CV': '0.00870', 'NX_10_CV_turn': '0.06600', 'NX_10_ctr': '0.44266', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 4.426642352549098, 'NX_10_ifeat_feat': 0.364}]
[I 230117 19:46:20 utils:138] Epoch: [7], Info: [{'num_test': 100, 'CV': '0.00712', 'CV_turn': '0.05825', 'ctr': '0.47060', 'len_tra': 9.27, 'R_tra': 4.362466866783798, 'ifeat_feat': 0.4174757281553398, 'NX_0_CV': '0.01226', 'NX_0_CV_turn': '0.03643', 'NX_0_ctr': '0.44174', 'NX_0_len_tra': 25.53, 'NX_0_R_tra': 11.277656757473014, 'NX_0_ifeat_feat': 0.3736780258519389, 'NX_10_CV': '0.00818', 'NX_10_CV_turn': '0.06200', 'NX_10_ctr': '0.46622', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 4.662192105129361, 'NX_10_ifeat_feat': 0.402}]
[I 230117 19:47:50 utils:138] Epoch: [8], Info: [{'num_test': 100, 'CV': '0.00725', 'CV_turn': '0.05901', 'ctr': '0.45401', 'len_tra': 9.32, 'R_tra': 4.2314068667963145, 'ifeat_feat': 0.453862660944206, 'NX_0_CV': '0.01240', 'NX_0_CV_turn': '0.04071', 'NX_0_ctr': '0.43034', 'NX_0_len_tra': 23.09, 'NX_0_R_tra': 9.93658772464376, 'NX_0_ifeat_feat': 0.3893460372455608, 'NX_10_CV': '0.00699', 'NX_10_CV_turn': '0.05300', 'NX_10_ctr': '0.44358', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 4.435773917604238, 'NX_10_ifeat_feat': 0.419}]
[I 230117 19:49:19 utils:138] Epoch: [9], Info: [{'num_test': 100, 'CV': '0.00686', 'CV_turn': '0.04824', 'ctr': '0.49013', 'len_tra': 10.78, 'R_tra': 5.2836388446390625, 'ifeat_feat': 0.4359925788497217, 'NX_0_CV': '0.01147', 'NX_0_CV_turn': '0.03440', 'NX_0_ctr': '0.43813', 'NX_0_len_tra': 25.29, 'NX_0_R_tra': 11.080384063329548, 'NX_0_ifeat_feat': 0.37880585211546064, 'NX_10_CV': '0.00593', 'NX_10_CV_turn': '0.04500', 'NX_10_ctr': '0.49106', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 4.910603448692709, 'NX_10_ifeat_feat': 0.436}]
[I 230117 19:50:44 utils:138] Epoch: [10], Info: [{'num_test': 100, 'CV': '0.00699', 'CV_turn': '0.05048', 'ctr': '0.46820', 'len_tra': 10.5, 'R_tra': 4.916110540309456, 'ifeat_feat': 0.439047619047619, 'NX_0_CV': '0.01240', 'NX_0_CV_turn': '0.03926', 'NX_0_ctr': '0.45982', 'NX_0_len_tra': 23.94, 'NX_0_R_tra': 11.008016948895529, 'NX_0_ifeat_feat': 0.41311612364243944, 'NX_10_CV': '0.00712', 'NX_10_CV_turn': '0.05400', 'NX_10_ctr': '0.47159', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 4.7159222221374515, 'NX_10_ifeat_feat': 0.46}]
[I 230117 19:52:10 utils:138] Epoch: [11], Info: [{'num_test': 100, 'CV': '0.00712', 'CV_turn': '0.04565', 'ctr': '0.50246', 'len_tra': 11.83, 'R_tra': 5.944062478281557, 'ifeat_feat': 0.4463229078613694, 'NX_0_CV': '0.01095', 'NX_0_CV_turn': '0.03323', 'NX_0_ctr': '0.45373', 'NX_0_len_tra': 24.98, 'NX_0_R_tra': 11.334267761287046, 'NX_0_ifeat_feat': 0.3759007205764612, 'NX_10_CV': '0.00712', 'NX_10_CV_turn': '0.05400', 'NX_10_ctr': '0.47158', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 4.7158083355147395, 'NX_10_ifeat_feat': 0.417}]
