[I 230117 19:59:29 policy_utils:47] {
      "env": "KuaiRand-v0",
      "user_model_name": "DeepFM",
      "model_name": "SQN",
      "seed": 0,
      "cuda": 6,
      "is_userinfo": false,
      "cpu": false,
      "is_save": false,
      "use_userEmbedding": false,
      "exploration_noise": false,
      "eps": 0.1,
      "freeze_emb": false,
      "reward_handle": "cat",
      "which_tracker": "avg",
      "embedding_dim": 32,
      "window_size": 3,
      "filter_sizes": [
        2,
        3,
        4
      ],
      "num_filters": 16,
      "dropout_rate": 0.1,
      "num_heads": 1,
      "version": "v1",
      "tau": 0,
      "gamma_exposure": 10,
      "lambda_variance": 0.05,
      "lambda_entropy": 5,
      "use_exposure_intervention": false,
      "buffer_size": 100000,
      "lr": 0.001,
      "epoch": 200,
      "batch_size": 1024,
      "hidden_sizes": [
        64,
        64
      ],
      "episode_per_collect": 100,
      "training_num": 100,
      "test_num": 100,
      "render": 0,
      "reward_threshold": null,
      "gamma": 0.9,
      "step_per_epoch": 1000,
      "repeat_per_collect": 1,
      "logdir": "log",
      "vf_coef": 0.5,
      "ent_coef": 0.0,
      "max_grad_norm": null,
      "gae_lambda": 1.0,
      "rew_norm": false,
      "read_message": "pointneg",
      "message": "SQN-leave10",
      "is_binarize": true,
      "need_transform": false,
      "entropy_window": [
        1,
        2
      ],
      "rating_threshold": 1,
      "yfeat": "is_click",
      "leave_threshold": 0.0,
      "num_leave_compute": 10,
      "max_turn": 30,
      "force_length": 10,
      "top_rate": 0.8,
      "which_head": "qhead",
      "n_step": 3,
      "target_update_freq": 320,
      "unlikely_action_threshold": 0.6,
      "imitation_logits_penalty": 0.01,
      "eps_test": 0.001,
      "hostname": "LDS-10"
    }
[I 230117 20:05:08 utils:138] Epoch: [1], Info: [{'num_test': 100, 'CV': '0.00040', 'CV_turn': '0.00937', 'ctr': '0.51414', 'len_tra': 3.2, 'R_tra': 1.6452340414375066, 'ifeat_feat': 0.4875, 'NX_0_CV': '0.00105', 'NX_0_CV_turn': '0.01309', 'NX_0_ctr': '0.50510', 'NX_0_len_tra': 6.11, 'NX_0_R_tra': 3.086136572137475, 'NX_0_ifeat_feat': 0.3469721767594108, 'NX_10_CV': '0.00132', 'NX_10_CV_turn': '0.01000', 'NX_10_ctr': '0.48112', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 4.8111905585974455, 'NX_10_ifeat_feat': 0.4}]
[I 230117 20:08:43 utils:138] Epoch: [2], Info: [{'num_test': 100, 'CV': '0.00053', 'CV_turn': '0.00800', 'ctr': '0.48665', 'len_tra': 5.0, 'R_tra': 2.4332371196895837, 'ifeat_feat': 0.4, 'NX_0_CV': '0.00171', 'NX_0_CV_turn': '0.01142', 'NX_0_ctr': '0.45859', 'NX_0_len_tra': 11.38, 'NX_0_R_tra': 5.218766167089343, 'NX_0_ifeat_feat': 0.26362038664323373, 'NX_10_CV': '0.00145', 'NX_10_CV_turn': '0.01100', 'NX_10_ctr': '0.45601', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 4.560067649371922, 'NX_10_ifeat_feat': 0.3}]
[I 230117 20:12:13 utils:138] Epoch: [3], Info: [{'num_test': 100, 'CV': '0.00026', 'CV_turn': '0.00667', 'ctr': '0.42053', 'len_tra': 3.0, 'R_tra': 1.2615842565894126, 'ifeat_feat': 1.0, 'NX_0_CV': '0.00251', 'NX_0_CV_turn': '0.01386', 'NX_0_ctr': '0.44654', 'NX_0_len_tra': 13.71, 'NX_0_R_tra': 6.1220675918459895, 'NX_0_ifeat_feat': 0.2049598832968636, 'NX_10_CV': '0.00158', 'NX_10_CV_turn': '0.01200', 'NX_10_ctr': '0.37268', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 3.7268059394834565, 'NX_10_ifeat_feat': 0.268}]
[I 230117 20:15:47 utils:138] Epoch: [4], Info: [{'num_test': 100, 'CV': '0.00026', 'CV_turn': '0.00667', 'ctr': '0.45403', 'len_tra': 3.0, 'R_tra': 1.3620814543962478, 'ifeat_feat': 1.0, 'NX_0_CV': '0.00198', 'NX_0_CV_turn': '0.01365', 'NX_0_ctr': '0.39933', 'NX_0_len_tra': 10.99, 'NX_0_R_tra': 4.388587612379342, 'NX_0_ifeat_feat': 0.22747952684258416, 'NX_10_CV': '0.00185', 'NX_10_CV_turn': '0.01400', 'NX_10_ctr': '0.43835', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 4.383516231328249, 'NX_10_ifeat_feat': 0.239}]
[I 230117 20:19:21 utils:138] Epoch: [5], Info: [{'num_test': 100, 'CV': '0.00026', 'CV_turn': '0.00667', 'ctr': '0.45432', 'len_tra': 3.0, 'R_tra': 1.3629543161392212, 'ifeat_feat': 1.0, 'NX_0_CV': '0.00105', 'NX_0_CV_turn': '0.01143', 'NX_0_ctr': '0.36039', 'NX_0_len_tra': 7.0, 'NX_0_R_tra': 2.522743900050409, 'NX_0_ifeat_feat': 0.2857142857142857, 'NX_10_CV': '0.00185', 'NX_10_CV_turn': '0.01400', 'NX_10_ctr': '0.37089', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 3.7088603237830102, 'NX_10_ifeat_feat': 0.285}]
[I 230117 20:22:55 utils:138] Epoch: [6], Info: [{'num_test': 100, 'CV': '0.00026', 'CV_turn': '0.00667', 'ctr': '0.36967', 'len_tra': 3.0, 'R_tra': 1.1089956468343736, 'ifeat_feat': 0.6666666666666666, 'NX_0_CV': '0.00185', 'NX_0_CV_turn': '0.01505', 'NX_0_ctr': '0.33993', 'NX_0_len_tra': 9.3, 'NX_0_R_tra': 3.1613926988025196, 'NX_0_ifeat_feat': 0.10752688172043011, 'NX_10_CV': '0.00185', 'NX_10_CV_turn': '0.01400', 'NX_10_ctr': '0.35194', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 3.5193839787039907, 'NX_10_ifeat_feat': 0.1}]
[I 230117 20:26:29 utils:138] Epoch: [7], Info: [{'num_test': 100, 'CV': '0.00026', 'CV_turn': '0.00667', 'ctr': '0.35131', 'len_tra': 3.0, 'R_tra': 1.0539447025209665, 'ifeat_feat': 0.3333333333333333, 'NX_0_CV': '0.00132', 'NX_0_CV_turn': '0.01348', 'NX_0_ctr': '0.26993', 'NX_0_len_tra': 7.42, 'NX_0_R_tra': 2.0028773523471317, 'NX_0_ifeat_feat': 0.1347708894878706, 'NX_10_CV': '0.00145', 'NX_10_CV_turn': '0.01100', 'NX_10_ctr': '0.28632', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 2.8632084248797036, 'NX_10_ifeat_feat': 0.1}]
[I 230117 20:30:01 utils:138] Epoch: [8], Info: [{'num_test': 100, 'CV': '0.00013', 'CV_turn': '0.00500', 'ctr': '0.31939', 'len_tra': 2.0, 'R_tra': 0.6387727816402912, 'ifeat_feat': 1.0, 'NX_0_CV': '0.00211', 'NX_0_CV_turn': '0.01494', 'NX_0_ctr': '0.22122', 'NX_0_len_tra': 10.71, 'NX_0_R_tra': 2.3692632159404456, 'NX_0_ifeat_feat': 0.21755368814192344, 'NX_10_CV': '0.00211', 'NX_10_CV_turn': '0.01600', 'NX_10_ctr': '0.23645', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 2.3644574078242293, 'NX_10_ifeat_feat': 0.2}]
[I 230117 20:33:27 utils:138] Epoch: [9], Info: [{'num_test': 100, 'CV': '0.00026', 'CV_turn': '0.00823', 'ctr': '0.29544', 'len_tra': 2.43, 'R_tra': 0.7179129819571972, 'ifeat_feat': 0.6460905349794238, 'NX_0_CV': '0.00185', 'NX_0_CV_turn': '0.01975', 'NX_0_ctr': '0.27919', 'NX_0_len_tra': 7.09, 'NX_0_R_tra': 1.97948910855921, 'NX_0_ifeat_feat': 0.27926657263751764, 'NX_10_CV': '0.00185', 'NX_10_CV_turn': '0.01400', 'NX_10_ctr': '0.25657', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 2.565742482203059, 'NX_10_ifeat_feat': 0.293}]
[I 230117 20:36:53 utils:138] Epoch: [10], Info: [{'num_test': 100, 'CV': '0.00092', 'CV_turn': '0.01639', 'ctr': '0.31582', 'len_tra': 4.27, 'R_tra': 1.348569193854928, 'ifeat_feat': 0.234192037470726, 'NX_0_CV': '0.00277', 'NX_0_CV_turn': '0.01721', 'NX_0_ctr': '0.23720', 'NX_0_len_tra': 12.2, 'NX_0_R_tra': 2.89382242099382, 'NX_0_ifeat_feat': 0.20655737704918034, 'NX_10_CV': '0.00224', 'NX_10_CV_turn': '0.01700', 'NX_10_ctr': '0.26615', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 2.6615093710203657, 'NX_10_ifeat_feat': 0.209}]
[I 230117 20:40:21 utils:138] Epoch: [11], Info: [{'num_test': 100, 'CV': '0.00066', 'CV_turn': '0.01437', 'ctr': '0.30960', 'len_tra': 3.48, 'R_tra': 1.0773917528986932, 'ifeat_feat': 0.41954022988505746, 'NX_0_CV': '0.00316', 'NX_0_CV_turn': '0.01584', 'NX_0_ctr': '0.20795', 'NX_0_len_tra': 15.15, 'NX_0_R_tra': 3.1503756031760712, 'NX_0_ifeat_feat': 0.33663366336633666, 'NX_10_CV': '0.00171', 'NX_10_CV_turn': '0.01300', 'NX_10_ctr': '0.23373', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 2.3372653571609407, 'NX_10_ifeat_feat': 0.299}]
